Income statement (ZAR '000),"May 2020","Nov 2019","May 2019","Nov 2018","May 2018","Nov 2017","May 2017","Nov 2016","May 2016","Nov 2015","May 2015","Nov 2014","May 2014","Nov 2013","May 2013","Nov 2012","May 2012","Nov 2011","May 2011","Nov 2010","May 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"17 Sep 2020","6 Feb 2020","29 Aug 2019","7 Feb 2019","30 Aug 2018","8 Feb 2018","24 Aug 2017","2 Feb 2017","25 Aug 2016","25 Feb 2016","20 Aug 2015","12 Feb 2015","26 Aug 2014","6 Feb 2014","26 Aug 2013","26 Feb 2013","27 Aug 2012","20 Feb 2012","23 Aug 2011","21 Feb 2011","24 Aug 2010",
"Turnover",2622382,1452847,2740092,1440496,2310112,1147052,1995888,1006029,1778605,896656,1367980,703028,1272071,647841,1040301,498983,864097,435442,701710,346320,496769,
"Operating Expenses",2278896,1251868,2353084,1222248,2016539,984437,1712294,858843,1529542,765432,1168074,596957,1101240,558613,896456,423342,735849,366930,588669,287679,411256,
"EBITDA (ProfileData Calc)",332313,,379348,,301071,,271877,140356,248653,129491,129819,104483,175556,87047,145511,75461,130647,70970,104068,53893,78302,
"Depreciation",223998,107455,205973,102339,135173,66366,132875,63288,113214,52927,79265,37863,61792,28611,51054,24913,43801,20909,38911,18825,33699,
"Operating Income",115241,91687,181104,115270,172881,112289,148146,82665,135842,79251,48654,68094,118611,60700,92791,50728,90420,53681,74130,39816,51814,
"Other Income",,,,,,,,,,,,,,,-255,,,,,,,
"Profit Before Exceptional Items",115241,91687,181104,115270,172881,112289,148146,82665,135842,79251,48654,68094,118611,60700,92536,50728,90420,53681,74130,39816,51814,
"Exceptional Item 1",,,,,,,,,699,,,,,,,,,,,,,
"Profit Before Interest And Tax",115241,91687,181104,115270,172881,112289,148146,82665,136541,79251,48654,68094,118611,60700,92536,50728,90420,53681,74130,39816,51814,
"Interest Received",5662,,4932,,4796,,1664,685,3238,1359,6023,668,1330,611,2423,2230,2553,1306,2519,1165,701,
"Interest Paid",72428,,78476,,45379,,59289,29812,51362,21812,29661,13135,21442,8777,15494,7402,11470,5449,6958,3487,9798,
"Net Interest Paid/(Received)",66766,34740,73544,37309,40583,25012,57625,29127,48124,20453,23638,12467,20112,8166,13071,5172,8917,4143,4439,2322,9097,
"Income From Associates Before Tax",,,,,,,,,6313,2663,3811,1698,4190,2633,4814,,,,,,,
"Income Before Tax",48475,56947,107560,77961,132298,87277,90521,53538,94730,61461,28827,57325,102689,55167,84279,45556,81503,49538,69691,37494,42717,
"Taxation",1691,10504,17709,16072,25966,18797,20958,12320,18863,13170,26772,16093,26451,14834,22237,13027,23750,14432,19502,10639,12366,
"Profit For The Period",46784,46443,89851,61889,106332,68480,69563,41218,75867,48291,2055,41232,76238,40333,62042,32529,57753,35106,50189,26855,30351,
"Income Attributable To Minority Interests",12588,6528,12661,7172,11779,6658,10808,6282,10653,6709,7934,3840,10367,5508,5316,2410,6127,4926,11492,5913,7912,
"Attributable Income Before Extraordinary Items",34196,39915,77190,54717,94553,61822,58755,34936,65214,41582,-5879,37392,65871,34825,56726,30119,51626,30180,38697,20942,22439,
"Extraordinary Profit",,,,,36526,36526,14213,5712,,,145995,5417,10218,5038,-8762,8791,2103,985,,,12272,
"Extraordinary Profit: Discontinued Operations",,,,,36526,36526,14213,5712,,,145995,5417,10218,5038,,,,,,,,
"Extraordinary Profit: Profit for discontinued operations",,,,,,,,,,,,,,,8762,,2103,,,,,
"Income Attributable To Equity Holders",34196,39915,77190,54717,131079,98348,72968,40648,65214,41582,140116,42809,76089,39863,47964,38910,53729,31165,38697,20942,34711,
"Total Comprehensive Income/Loss for the period",64954,46381,89875,62198,142782,105015,98444,47350,75086,48629,148229,,,,,,,,,,,
"Headline Earnings (Cont Ops)",40957,41230,77247,62789,83950,50243,74617,41506,64434,40957,-3874,42866,67926,39806,56577,30593,46937,25928,38698,21137,27240,
"Enterprise Value (EV)",879495,854992,933302,933847,1337394,1000382,1166992,1401188,1348648,1606076,1578112,1427353,1129979,1076666,892684,501678,493313,353475,352652,296441,216101,

Balance sheet (ZAR '000),"May 2020","Nov 2019","May 2019","Nov 2018","May 2018","Nov 2017","May 2017","Nov 2016","May 2016","Nov 2015","May 2015","Nov 2014","May 2014","Nov 2013","May 2013","Nov 2012","May 2012","Nov 2011","May 2011","Nov 2010","May 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"17 Sep 2020","6 Feb 2020","29 Aug 2019","7 Feb 2019","30 Aug 2018","8 Feb 2018","24 Aug 2017","2 Feb 2017","25 Aug 2016","25 Feb 2016","20 Aug 2015","12 Feb 2015","26 Aug 2014","6 Feb 2014","26 Aug 2013","26 Feb 2013","27 Aug 2012","20 Feb 2012","23 Aug 2011","21 Feb 2011","24 Aug 2010",
"Fixed Assets",1113424,1069797,1035668,1042247,1011359,1022362,1018770,1197847,1136474,1008829,849947,696175,532672,505490,446418,350887,327555,287425,274241,240670,217682,
"Right-of-use Asset",360980,,369832,,,,,,,,,,,,,,,,,,,
"Investments in Associates",,,,,,,,42498,36785,46627,43964,41851,38125,36567,33935,,,,,,,
"Investments and Loans",5419,5653,5516,7735,8280,7834,6425,6068,7118,6731,8148,7767,15033,14836,7219,6229,6498,6018,6271,6857,6887,
"Intangible Assets",154308,156852,159318,162664,166707,151369,155868,158422,163724,163724,132184,75711,77257,71417,66289,31178,31982,32344,32498,32998,33550,
"Deferred Tax Asset",3893,4036,2430,1331,1331,874,1308,1348,2049,1246,1532,1339,2201,1474,1474,1377,2155,2740,1492,,,
"Other Assets",,387161,,374080,,,,,,,,,,,,,,,,,,
"Total Fixed Assets",1638024,1623499,1572764,1588057,1187677,1182439,1182371,1406183,1346150,1227157,1035775,822843,665288,629784,555335,389671,368190,328527,314502,280525,258119,
"Stock",28409,30104,26087,24438,23457,25515,22914,23515,24122,22635,22222,10436,10376,10975,10090,10194,14759,13511,12157,10384,9525,
"Debtors",410414,515654,429914,488621,414386,374315,292016,293672,259127,287018,210422,208483,179455,189333,148994,154976,119210,117795,105460,102216,88866,
"Cash",64534,251150,259006,298042,124664,213694,95016,117738,100012,87843,160417,55587,70323,63002,54749,95260,102494,108283,42791,60000,60233,
"Tax",3800,1866,1797,2055,2065,1896,2255,2186,1722,1695,,764,781,5727,5512,1941,1943,,1035,858,2229,
"Other Current Assets",,,,,,,256380,,,12340,20082,16832,,,,,,,,,,
"Total Current Assets",507157,798774,716804,813156,564572,615420,668581,437111,384983,411531,413143,292102,260935,269037,219345,262371,238406,239589,161443,173458,160853,
"Total Assets",2145181,2422273,2289568,2401213,1752249,1797859,1850952,1843294,1731133,1638688,1448918,1114945,926223,898821,774680,652042,606596,568116,475945,453983,418972,
"Ordinary Share Capital & Premium",282445,,282445,,,,,,425875,,395425,,37691,37691,37691,,48113,,22248,30333,43197,
"Treasury Shares",,,,,,,,,143430,,143430,,629,,8431,,8431,,264,,,
"Distributable Reserves",593138,,619396,,,,,,456465,,406368,,285683,308137,271779,,216713,,167153,149398,128456,
"Non-Distributable Reserves",40642,,16614,,,,,,,,,,,,,,,,,,,
"Translation Reserves",,,,,,,,,1018,,508,,329,315,288,,127,,-30,-14,,
"Other Capital",,,,,,,,,-17853,,-14883,,11904,-18864,-9055,,7976,,11119,10236,10236,
"Ordinary Shareholders' Interest",916225,947574,918455,906473,886979,873318,799775,770366,722075,688308,643988,378834,334978,327279,292272,293806,264498,252594,200226,189953,181889,
"Minority Interest",45380,42045,40032,41363,38770,38642,45295,40800,36509,40406,44430,27268,36599,32534,17184,6114,5892,4691,30046,24236,19427,
"Total Shareholders' Interest",961605,989619,958487,947836,925749,911960,845070,811166,758584,728714,688418,406102,371577,359813,309456,299920,270390,257285,230272,214189,201316,
"Interest Bearing Loans",249214,144333,172880,203550,232529,271685,309997,476910,466463,391211,313592,272044,168165,172008,149722,129773,122431,120008,81286,68245,61208,
"Deferred Tax Liability",114611,127086,127328,137397,136865,138031,128522,121363,123420,119608,105884,66133,66647,55890,51605,26687,26846,21806,21080,19988,20196,
"Other Long-Term Liabilities",349048,360361,351048,355153,,,,,,,,,,,,,,,4132,3532,1986,
"Total Long-Term Liabilities",712873,631780,651256,696100,369394,409716,438519,598273,589883,510819,419476,338177,234812,227898,201327,156460,149277,141814,106498,91765,83390,
"Creditors and Provisions",311987,599809,485852,564843,316552,313142,256797,260901,215793,218596,187116,196256,182939,191023,156088,137012,136211,125321,95595,99032,86330,
"Tax",3676,1888,3627,2273,3379,622,3272,3160,2218,6664,6592,7438,1371,7393,1616,3783,701,4800,2026,5360,1430,
"Bank Overdrafts/Short-Term Loans",84665,120293,128080,135660,137175,162419,150878,169794,164655,173895,147316,163523,126524,87488,80987,54867,50017,38896,41554,43637,46506,
"Other Current Liabilities",70375,78884,62266,54501,,,156416,,,,,3449,9000,25206,25206,,,,,,,
"Total Current Liabilities",470703,800874,679825,757277,457106,476183,567363,433855,382666,399155,341024,370666,319834,311110,263897,195662,186929,169017,139175,148029,134266,
"Total Liabilities",1183576,1432654,1331081,1453377,826500,885899,1005882,1032128,972549,909974,760500,708843,554646,539008,465224,352122,336206,310831,245673,239794,217656,
"Total Equity and Liabilities",2145181,2422273,2289568,2401213,1752249,1797859,1850952,1843294,1731133,1638688,1448918,1114945,926223,898821,774680,652042,606596,568116,475945,453983,418972,

Share/unit data,"May 2020","Nov 2019","May 2019","Nov 2018","May 2018","Nov 2017","May 2017","Nov 2016","May 2016","Nov 2015","May 2015","Nov 2014","May 2014","Nov 2013","May 2013","Nov 2012","May 2012","Nov 2011","May 2011","Nov 2010","May 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"17 Sep 2020","6 Feb 2020","29 Aug 2019","7 Feb 2019","30 Aug 2018","8 Feb 2018","24 Aug 2017","2 Feb 2017","25 Aug 2016","25 Feb 2016","20 Aug 2015","12 Feb 2015","26 Aug 2014","6 Feb 2014","26 Aug 2013","26 Feb 2013","27 Aug 2012","20 Feb 2012","23 Aug 2011","21 Feb 2011","24 Aug 2010",
"Number of Shares in Issue (Actual)",227730000,242264000,243233000,243233000,246741000,247110000,251946000,251946000,251946000,251946000,246146000,214759000,207402000,231595000,225658000,225658000,225658000,225881000,202131000,202131000,210131000,
"Weighted Average Shares in Issue (Actual)",239898000,243047000,244577000,245921000,248902000,251015000,251946000,251946000,250488000,249030000,224540000,214370000,217411000,225858000,225658000,225658000,219355000,213033000,203789000,206066000,210131000,
"Fully Diluted Weighted Average Shares in Issue",239898000,243047000,244577000,245921000,248902000,251015000,251946000,251946000,250488000,249030000,224540000,214813000,217411000,231595000,231258000,230681000,223715000,229429000,203789000,202131000,210131000,
"Market Capitalisation (R'000)",564770,799471,851316,851316,1053584,741330,755838,831422,781033,1088407,1233191,1020105,869014,847638,699540,406184,417467,298163,242557,220323,149193,
"Number of Months",12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,
"Number of Employees",,,2839,,2634,,2493,,2412,,1862,,1210,,1210,,,,,,,

Share statistics,"May 2020","Nov 2019","May 2019","Nov 2018","May 2018","Nov 2017","May 2017","Nov 2016","May 2016","Nov 2015","May 2015","Nov 2014","May 2014","Nov 2013","May 2013","Nov 2012","May 2012","Nov 2011","May 2011","Nov 2010","May 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
