Income statement (ZAR million),"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"25 Nov 2020","18 Jun 2020","23 Dec 2019","9 May 2019","13 Nov 2018","22 May 2018","7 Nov 2017","11 May 2017","26 Oct 2016","4 May 2016","4 Nov 2015","22 Apr 2015","4 Nov 2014","22 Apr 2014","5 Nov 2013","18 Apr 2013","6 Nov 2012","17 Apr 2012","3 Nov 2011","20 Apr 2011","3 Nov 2010","11 May 2010",
"Turnover",3427.579,1614.098,2377.368,765.762,700.691,604.39,576.607,454.878,735.569,305.318,672.185,258.874,620.549,242.047,569.198,225.339,455.86,178.09,440.39,134.363,403.169,149.889,
"Cost of Sales",2613.08,1192.688,1652.055,467.11,410.192,379.184,338.626,287.912,460.278,207.594,443.546,178.01,426.222,164.475,390.711,149.271,305.131,,307.886,,290.025,,
"Gross Profit",814.499,421.41,725.313,298.652,290.499,225.207,237.981,166.966,275.291,97.724,228.639,80.864,194.327,77.572,178.487,76.068,150.729,,132.504,,113.144,,
"Operating Expenses",949.992,475.253,816.347,215.453,256.06,,,,,,,,,,,,,,,,,,
"Operating Income",-179.226,-23.097,-2674.915,-695.553,5950.154,117.826,606.362,586.773,310.387,73.603,188.782,52.936,121.134,38.922,67.116,32.873,59.258,26.593,38.022,13.834,32.809,12.725,
"Profit Before Exceptional Items",-179.226,-23.097,-2674.915,-695.553,5950.154,117.826,606.362,586.773,310.387,73.603,188.782,52.936,121.134,38.922,67.116,32.873,59.258,26.593,38.022,13.834,32.809,12.725,
"Profit Before Interest And Tax",-179.226,-23.097,-2674.915,-695.553,5950.154,117.826,606.362,586.773,310.387,73.603,188.782,52.936,121.134,38.922,67.116,32.873,59.258,26.593,38.022,13.834,32.809,12.725,
