Income statement (ZAR million),"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"28 Aug 2020","28 Feb 2020","23 Aug 2019","22 Feb 2019","7 Sep 2018","23 Feb 2018","25 Aug 2017","24 Feb 2017","26 Aug 2016","26 Feb 2016","20 Aug 2015","20 Feb 2015","14 Aug 2014","21 Feb 2014","15 Aug 2013","22 Feb 2013","24 Aug 2012","24 Feb 2012","18 Aug 2011","28 Feb 2011","20 Aug 2010",
"Working Revenue",17811.971,7824.901,10649.506,4982.761,7552.181,3353.27,6865.185,3458.827,6097.07,3205.358,6035.535,3040.539,5339.397,2291.183,4420.977,2209.058,3684,1979.855,3571,1614.063,3945.083,
"Working Cost",12510.983,4865.358,8239.481,3951.981,6728.867,3014.497,6251.2,3106.871,5713.722,3111.953,5439.722,2641.519,5277.915,2390.727,3813.301,1943.035,3345.311,1759.343,3185.754,1546.932,3160.108,
"Depreciation",626.152,337.379,487.165,251.762,441.865,218.117,452.584,226.835,403.545,203.146,339.949,210.028,445.875,224.037,234.69,88.337,190.287,88.357,147.838,77.407,167.346,
"Working Profit",5300.988,2959.543,2410.025,1030.78,823.314,338.773,613.985,351.956,383.348,93.405,595.813,399.02,61.482,-99.544,607.676,266.023,338.689,220.512,385.294,67.131,784.975,
"Net Sundry Revenue",-4.884,-95.766,-280.241,-170.825,-163.939,-22.32,-57.482,,88.806,49.196,-1319.014,147.029,97.011,-156.53,60.108,7.535,43.343,32.05,53.148,11.891,9.557,
"EBITDA (company calc)",6023.379,,2638.513,,,,,,,,,,,,,,,,,,,
"Investment Income",119.22,39.671,56.26,23.992,52.633,28.86,167.306,107.442,265.258,163.564,72.043,18.335,59.963,27.762,33.434,17.42,53.951,33.06,85.52,50.397,167.655,
"EBITDA (ProfileData Calc)",6011.971,3124.072,2694.773,1148.532,1160.395,561.655,1133.633,688.084,1108.704,497.696,-284.144,786.167,657.684,-5.699,926.597,371.139,,,,,,
"Profit Before Exceptional Items",5415.324,2903.448,2186.044,883.947,712.008,345.313,723.809,459.398,737.412,306.165,-651.158,564.384,218.456,-228.312,701.218,290.978,435.983,285.622,523.962,129.419,962.187,
"Amortisation",16.39,8.195,16.39,8.195,16.39,8.195,16.39,8.195,18.088,,,,,,,,,,,,,
