Income statement (ZAR '000),"Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"16 Jul 2020","29 Nov 2019","31 May 2019","30 Nov 2018","30 May 2018","27 Oct 2017","31 May 2017","1 Dec 2016","31 May 2016","30 Nov 2015","29 May 2015","27 Nov 2014","30 May 2014","28 Nov 2013","29 May 2013","2 Oct 2012","11 May 2012","28 Nov 2011","31 May 2011","29 Nov 2010","7 May 2010",
"Other Income",16541,,6240,,,,,,,,,,,,,,,,318,,412,
"Working Revenue",1141492,719213,1327923,715792,336764,18221,,,1401,1401,672,63,12900,1827,1553,871,619,,,,,
"Working Cost",933406,635502,1061675,467133,254015,19860,,,,,,,14575,9389,17808,8350,10520,,8077,,9168,
"Depreciation",169585,81889,-167772,100632,46953,,10954,,88,,56,,,,,,,,,,,
"Working Profit",-95677,-18707,-102852,47332,-143647,-129482,-16567,-8975,-12794,-5782,-13848,-7608,-8753,-9462,-16785,-7900,98894,-4444,5241,-4466,-8756,
"EBITDA (ProfileData Calc)",139424,79354,-208976,125710,-56326,,-954,,-6104,,-12046,,,,,,,,,,,
"Profit Before Exceptional Items",-95677,-18707,-102852,47332,-143647,-129482,-16567,-8975,-12794,-5782,-13848,-7608,-8753,-9462,-16785,-7900,98894,-4444,5241,-4466,-8756,
"Exceptional Income",,,,,,,,,,,,,,,,,,,,7,,
"Profit Before Interest And Tax",-95677,-18707,-102852,47332,-143647,-129482,-16567,-8975,-12794,-5782,-13848,-7608,-8753,-9462,-16785,-7900,98894,-4444,5241,-4459,-8756,
"Interest Received",3521,943,1274,3321,8337,598,54,,245,176,536,269,816,370,1182,696,1623,841,1813,1043,2431,
"Interest Paid",35861,19421,48068,12674,15479,2133,819,689,341,85,157,,,,,,,,,,,
