Income statement (ZAR '000),"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"20 Nov 2020","27 Feb 2020","12 Sep 2019","28 Feb 2019","6 Sep 2018","22 Feb 2018","7 Sep 2017","23 Feb 2017","8 Sep 2016","25 Feb 2016","10 Sep 2015","26 Feb 2015","11 Sep 2014","27 Feb 2014","12 Sep 2013","7 Mar 2013","6 Sep 2012","1 Mar 2012","8 Sep 2011","3 Mar 2011","16 Sep 2010",
"Turnover",761620,525012,944779,484315,891797,351702,648016,347619,633069,322623,612402,408681,732636,375988,671552,340621,503444,236206,403396,203302,348024,
"Cost of Sales",,,,,,,,,,,,,,,,,,,90670,,72400,
"Gross Profit",563488,401980,736901,380203,680023,252023,469336,254732,466219,236495,446225,,,,,,,,312726,,275624,
"Operating Expenses",,,,,,,,,,,,,,,,,,,,,159408,
"Operating Income",114203,151734,226013,120046,197521,115650,174145,138339,220566,118467,189077,84081,194999,101176,190630,108840,168936,85130,111969,70654,118549,
"Profit Before Exceptional Items",114203,151734,226013,120046,197521,115650,174145,138339,220566,118467,189077,84081,194999,101176,190630,108840,168936,85130,111969,70654,118549,
"Exceptional Item 1",,,,,,,,1485,,-2512,-1633,-354,-379,,,,,,,,,
"Profit Before Interest And Tax",114203,151734,226013,120046,197521,115650,174145,139824,220566,115955,187444,83727,194620,101176,190630,108840,168936,85130,111969,70654,118549,
"Interest Received",19336,12907,32445,15927,29995,15412,36606,,,,,,,,,,,3319,5783,2287,5893,
"Interest Paid",5302,2402,36,10,90,17,84,,,,,,,,,,,,922,,1513,
"Net Interest Paid/(Received)",-14034,-10505,-32409,-15917,-29905,-15395,-36522,-19197,-35602,-16915,-24650,-8412,-7251,-3590,-5909,-2782,-6164,-3319,-4861,-2287,-4380,
"Income From Associates Before Tax",-463,-463,-1345,-547,-1813,,24,,-8601,,,,,,,,,,,,,
"Income Before Tax",127774,161776,257077,135416,225613,131045,210691,159021,247567,132870,212094,92139,201871,104766,196539,111622,175100,88449,116830,72941,122929,
