sens_title,Date,text
Daily Share Buy-Back Notice,26 Nov 2020,"Daily Share Buy-Back Notice

South32 Limited
(Incorporated in Australia under the Corporations Act 2001)
(ACN 093 732 597)
ASX / LSE / JSE Share Code: S32
ISIN: AU000000S320
south32.net

South32 Limited

                                   Daily Share Buy-Back Notice

The Daily share buy-back notice (Appendix 3E) lodged on the Australian Securities Exchange and
voluntarily disclosed on the Johannesburg Stock Exchange and London Stock Exchange has today
been submitted to the National Storage Mechanism and will shortly be available for inspection at
http://www.morningstar.co.uk/uk/nsm:

South32 Limited – Daily share buy-back notice - Appendix 3E

Further information on South32 can be found at: www.south32.net.


INVESTOR RELATIONS

Alex Volante                              Tom Gallop
T +61 8 9324 9029                         T +61 8 9324 9030
M +61 403 328 408                         M +61 439 353 948
E Alex.Volante@south32.net                E Tom.Gallop@south32.net

MEDIA RELATIONS

Rebecca Keenan                            Jenny White
T +61 8 9324 9364                         T +44 20 7798 1773
M +61 402 087 055                         M +44 7900 046 758
E Rebecca.Keenan@south32.net              E Jenny.White@south32.net




JSE Sponsor: UBS South Africa (Pty) Ltd

26 November 2020

Date: 26-11-2020 08:45:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Daily Share Buy-Back Notice,25 Nov 2020,"Daily Share Buy-Back Notice

South32 Limited
(Incorporated in Australia under the Corporations Act 2001)
(ACN 093 732 597)
ASX / LSE / JSE Share Code: S32
ISIN: AU000000S320
south32.net

South32 Limited

                                   Daily Share Buy-Back Notice

The Daily share buy-back notice (Appendix 3E) lodged on the Australian Securities Exchange and
voluntarily disclosed on the Johannesburg Stock Exchange and London Stock Exchange has today
been submitted to the National Storage Mechanism and will shortly be available for inspection at
http://www.morningstar.co.uk/uk/nsm:

