Income statement (ZAR million),"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"19 Nov 2020","11 May 2020","21 Nov 2019","30 May 2019","23 Nov 2018","1 Jun 2018","21 Nov 2017","12 May 2017","11 Nov 2016","11 May 2016","13 Nov 2015","13 May 2015","14 Nov 2014","13 May 2014","14 Nov 2013","14 May 2013","16 Nov 2012","11 May 2012","16 Nov 2011","10 May 2011","30 Nov 2010",
"Turnover",25386,13244,25672,12399,23488,11323,20797,9638,16404,7860,14647,7089,13046,6211,11834,5634,10937,5271,9812,4718,8786,
"Operating Expenses",23206,11397,21728,10596,19640,9453,17177,,,,,,,,,,,,,,,
"Operating Income",2180,1847,3944,1803,3848,1870,3620,1790,3660,1779,3496,1645,4093,2486,2874,1308,2542,1208,2173,987,1867,
"Profit Before Exceptional Items",2180,1847,3944,1803,3848,1870,3620,1790,3660,1779,3496,1645,4093,2486,2874,1308,2542,1208,2173,987,1867,
"Exceptional Item 1",-788,24,742,-473,56,12,-534,-464,-304,59,35,20,49,-8,92,27,-2,8,14,8,-26,
"Profit Before Interest And Tax",1392,1871,4686,1330,3904,1882,3086,1326,3356,1838,3531,1665,4142,2478,2966,1335,2540,1216,2187,995,1841,
"Interest Received",93,8,60,13,40,26,162,30,12,33,12,11,22,12,15,6,22,10,37,30,41,
"Interest Paid",918,455,1058,525,1002,488,1299,713,512,279,445,228,230,106,226,119,235,119,250,144,342,
"Net Interest Paid/(Received)",825,447,998,512,962,462,1137,683,500,246,433,217,208,94,211,113,213,109,213,114,301,
"Income From Associates Before Tax",14,10,18,4,-105,-64,-15,-9,8,-1,14,2,39,,70,,,,,,,
"Income Before Tax",581,1434,3706,822,2837,1356,1934,634,2864,1591,3112,1450,3973,2384,2825,1222,2327,1107,1974,881,1540,
"Taxation",543,498,835,324,923,419,815,331,894,458,884,447,875,449,760,358,669,346,597,297,805,
"Profit For The Period",38,936,2871,498,1914,937,1119,303,1970,1133,2228,1003,3098,1935,2065,864,1658,761,1377,584,735,
"Income From Associates After Tax",,,,,,,,,,,,,,37,,27,85,47,115,56,100,
