Income statement (ZAR million),"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"26 Aug 2020","3 Mar 2020","6 Aug 2019","5 Mar 2019","7 Aug 2018","2 Mar 2018","2 Aug 2017","28 Feb 2017","1 Aug 2016","2 Mar 2016","4 Aug 2015","23 Feb 2015","5 Aug 2014","24 Feb 2014","6 Aug 2013","25 Feb 2013","1 Aug 2012","29 Feb 2012","1 Aug 2011","28 Feb 2011","2 Aug 2010",
"Interest Paid",24136,53513,26317,47122,23710,47675,23816,46969,20184,36404,16838,29658,14019,24867,12091,25050,12720,24846,12347,27769,14091,
"Interest Received",39105,83680,41136,75941,37716,75299,37364,73395,33212,60289,28513,52619,25282,46087,22400,44730,22362,42880,21030,44377,22173,
"Net Interest Received",14969,30167,14819,28819,14006,27624,13548,26426,13028,23885,11675,22961,11263,21220,10309,19680,9642,18034,8683,16608,8082,
"Other Income",12220,25997,12874,25976,12236,24063,11730,23503,11357,21748,10450,20312,9480,19361,9535,17324,8265,15412,7139,13215,6158,
"Operating expenses",15391,32179,15565,31632,14756,29812,14369,28366,13686,26110,12578,24534,11712,22419,10750,20563,9957,18919,8838,16598,7872,
"Operating expenses: Bee Transaction expenses",,,,,,,,,,,,,,57,,78,,194,,148,,
"Operating expenses: Operating Expence",,,,,,,,,,,,,,22362,,20485,,18725,,16450,,
"Operating Income",19514,50035,25150,51107,24427,48383,23684,45375,22174,40844,19818,38767,18410,35016,16519,31805,15205,14527,6984,13225,6368,
"Bad Debt Provision",7675,6129,2543,3688,1815,3304,1594,4554,2211,4789,2307,4506,2333,5565,3325,5199,2702,5331,2792,6188,3244,
"Net Income Before Exceptional Items",11839,43906,22607,47419,22612,45079,22090,40821,19963,36055,17511,34261,16077,29451,13194,26606,12503,9196,4192,7037,3124,
"Exceptional Inc 1",-9188,-28093,-13647,-29050,-13471,-27733,-13280,-26102,-11937,-22245,-10594,-20766,-9680,-17505,-7734,-15955,-7464,-519,-268,-538,-236,
"Income From Associates Before Tax",98,793,422,528,207,-838,-1053,-105,-431,871,436,161,11,27,,1,,,,1,,
"Net Income Before Tax",2749,16606,9382,18897,9348,16508,7757,14614,7595,14681,7353,13656,6408,11973,5460,10652,5039,8677,3924,6500,2888,
"Tax",908,3796,2192,4762,2346,4209,2178,3955,1944,3519,1820,3468,1627,3016,1413,2865,1399,2174,1005,1364,574,
"Profit For The Period",1841,12810,7190,14135,7002,12299,5579,10659,5651,11162,5533,10188,4781,8957,4047,7787,3640,6503,2919,5136,2314,
"Income Attributable To Minority Interests",455,496,225,436,186,340,160,166,32,70,27,69,25,28,5,45,15,32,12,59,33,
"Income Attributable To Minority Interests: Additional Tier 1 Capital",408,478,175,267,,,,,,,,,,,,,,,,,,
"Income Attributable To Minority Interests: Non-controlling interest - ordinary shareholders",47,18,50,169,60,88,37,88,,,,,,,,,,,,,,
"Income Attributable To Minority Interests: Non-controlling interest - tier 1 capital instrument note holders",,,,,126,,123,,,,,,,,,,,,,,,
"Preference Dividends",85,313,171,323,158,338,175,361,177,371,178,323,158,292,132,293,142,281,143,266,131,
"Attributable Income Before Extraordinary Items",1301,12001,6794,13376,6658,11621,5244,10132,5442,10721,5328,9796,4598,8637,3910,7449,3483,6190,2764,4811,2150,
"Extraordinary Items: Non-controlling interest - tier 1 capital instrument note holders",,,,,,,123,,,,,,,,,,,,,,,
"Income Attributable To Equity Holders",1301,12001,6794,13376,6658,11621,5244,10132,5442,10721,5328,9796,4598,8637,3910,7449,3483,6190,2764,4811,2150,
"Total Comprehensive Income/Loss for the period",3561,11735,5978,13794,6867,12330,5496,6718,3695,13311,4733,,,,,,,,,,,
"Headline Earnings (Cont Ops)",2114,12506,6870,13495,6696,11787,5271,11465,5427,10831,5323,9880,4599,8670,3914,7483,3454,6184,2772,4900,2153,

