Income statement (ZAR '000),"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"4 Sep 2020","4 Mar 2020","30 Sep 2019","7 Mar 2019","6 Sep 2018","12 Mar 2018","19 Sep 2017","6 Mar 2017","12 Sep 2016","4 Mar 2016","16 Sep 2015","3 Mar 2015","15 Sep 2014","17 Mar 2014","20 Sep 2013","13 Mar 2013","20 Sep 2012","23 Mar 2012","23 Sep 2011","10 Mar 2011","27 Sep 2010",
"Turnover",73890,38596,76091,35602,72971,37820,73865,31993,65755,29804,54136,27081,40059,19912,37456,17550,35745,18233,35009,17621,35462,
"Admin & Collection Fees",11566,6149,11328,4872,8852,4607,7187,4032,10185,,,,,,,,,,,,,
"Other Expenses",19856,10381,19636,10662,19966,9430,20074,6474,17617,9233,14958,7479,1671,2147,2016,1681,2766,3249,3803,2362,2605,
"Net Rental / Investment Income",42468,22066,45127,20068,44153,23783,46604,21487,37953,20571,39178,19602,38388,17765,35440,15869,32979,14984,31206,15259,32857,
"Interest Receivable",2016,879,5356,472,4312,255,3788,2296,8754,2256,2629,434,2063,884,1477,544,1793,933,1457,594,415,
"Other Income",,,,,,,,,11284,3785,17391,5679,32697,3592,32269,6601,11600,8600,28035,3273,19504,
"Depreciation",,,22,,37,,38,,,,,,,,,,,,,,,
"Total Income",44484,22945,50483,20540,48465,24038,50392,23783,57991,26612,59198,25715,73148,22241,69186,23014,46372,24517,60698,19126,52776,
"EBITDA (ProfileData Calc)",,,52235,,31164,,62583,,,,,,,,,,,,,,,
"Interest Payable",12623,6773,15105,7480,15135,7682,9448,3603,6820,2512,889,,,,,,,,,,,
"Expenses",,,,,,,,,,,,3121,,,,,700,,,,,
"Income Before Exceptional Items",31861,16172,35378,13060,33330,16356,40944,20180,51171,24100,58309,22594,73148,22241,69186,23014,45672,24517,60698,19126,52776,
"Exceptional Item 1",-14389,-6340,-16487,-5980,1319,-4912,9104,5043,-4850,-3213,5870,,-5018,,-4067,,-141,,-3689,,-2992,
"Income From Associates Before Tax",-7433,8337,18217,1516,-18657,-241,3049,-3142,-5942,-117,13167,1114,19371,,1597,,1156,,,,,
