Income statement (ZAR million),"Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (15m)",
,"14 Aug 2020","31 Jan 2020","10 Dec 2019","9 Nov 2018","28 May 2018","13 Nov 2017","29 May 2017","14 Nov 2016","30 May 2016","16 Nov 2015","25 May 2015","10 Nov 2014","26 May 2014","11 Nov 2013","24 May 2013","12 Nov 2012","28 May 2012","14 Nov 2011","30 May 2011","15 Nov 2010","28 May 2010",
"Turnover",15382,8085,17069,8207,17505,8118,17915,8503,16676,7609,16155,8073,15716,7854,14373,7398,12081,6027,9681,4724,11136,
"Cost of Sales",8591,5353,12447,6295,14391,,,,,,,,,,,,,,,,,
"Gross Profit",6791,2732,4622,1912,3114,,,,,,,,,,,,,,,,,
"Operating Expenses",,,,,3047,,,,,,,,,,,,,,,,,
"EBITDA (ProfileData Calc)",2578,,1682,,,,,,,,,,,,,,,,,,,
"Depreciation",686,,596,,,,,,,,,,,,,,,,,,,
"Operating Income",3257,1278,1207,315,142,1471,2333,1350,1669,1276,2089,1510,2374,1381,2131,1290,1878,1047,1606,963,3687,
"Profit Before Exceptional Items",3257,1278,1207,315,142,1471,2333,1350,1669,1276,2089,1510,2374,1381,2131,1290,1878,1047,1606,963,3687,
"Amortisation",57,,,,,,,,,,,,,,,,,,,,,
"Exceptional Item 1",-1296,-329,,,,,,,,,,,,,,,,-18,,-14,,
"Profit Before Interest And Tax",1961,949,1207,315,142,1471,2333,1350,1669,1276,2089,1510,2374,1381,2131,1290,1878,1029,1606,949,3687,
"Interest Received",260,,148,,163,,,,,,,,,,,,,,,,,
"Interest Paid",1880,,1509,,1258,,,,,,,297,,298,,281,,249,,231,,
"Net Interest Paid/(Received)",1620,894,1361,608,1095,413,810,408,680,314,617,297,609,298,560,281,507,249,472,231,452,
"Income From Associates Before Tax",24,2,2,,2,,,,,,,,,,,,1,,-2,,1,
"Income Before Tax",365,57,-152,-293,-951,1058,1523,942,989,962,1472,1213,1765,1083,1571,1009,1372,780,1132,718,3236,
"Taxation",228,256,640,57,132,267,428,255,326,288,425,336,538,319,392,274,351,183,261,166,208,
"Profit For The Period",137,-199,-792,-350,-1083,791,1095,687,663,674,1047,877,1227,764,1179,735,1021,597,871,552,3028,
"Income Attributable To Minority Interests",410,119,271,42,76,67,112,48,-53,39,58,77,72,56,100,79,132,92,38,41,130,
"Attributable Income Before Extraordinary Items",-273,-318,-1063,-392,-1159,724,983,639,716,635,989,800,1155,708,1079,656,889,505,833,511,2898,
"Extraordinary Profit",393,,,,,,,,,,,,,,,,,,,,,
"Extraordinary Profit: Discontinued Operations",393,,,,,,,,,,,,,,,,,,,,,
"Income Attributable To Equity Holders",120,-318,-1063,-392,-1159,724,983,639,716,635,989,800,1155,708,1079,656,889,505,833,511,2898,
"Total Comprehensive Income/Loss for the period",1410,-946,-3549,909,-1752,1254,-2505,-2967,2047,1684,2086,,,,,,,,,,,
"Headline Earnings (Cont Ops)",-285,-315,-923,-354,-947,661,982,631,679,607,945,773,1106,663,1067,655,891,501,806,507,858,
"Enterprise Value (EV)",12644.897,14719.843,13990.036,20467.362,23235.236,24089.995,24773.006,23448.09,21969.202,22611.639,24705.699,28455.277,19141.049,20721.365,22338.556,22231.015,17162.821,15776.288,15765.815,15007.794,15369.731,

Balance sheet (ZAR million),"Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (15m)",
