Income statement (ZAR '000),"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"14 Sep 2020","13 Mar 2020","13 Sep 2019","12 Mar 2019","14 Sep 2018","19 Mar 2018","19 Sep 2017","28 Mar 2017","19 Sep 2016","17 Mar 2016","22 Sep 2015","30 Mar 2015","30 Sep 2014","24 Mar 2014","27 Sep 2013","12 Mar 2013","27 Sep 2012","14 Mar 2012","27 Sep 2011","29 Mar 2011","29 Sep 2010",
"Turnover",6440966,3111270,5296793,2307411,4212705,2037800,3784701,1300155,3148146,1121661,2098312,1016170,1958260,937170,1770330,822422,1448261,670007,1351254,672088,1356331,
"Operating Expenses",5566347,2713241,4619138,2012659,3589619,1754151,3220592,1069204,2055514,913173,1726240,841520,1601903,792479,1436673,687239,1188960,566807,1128140,-579641,1226759,
"EBITDA (ProfileData Calc)",828668,384372,715287,319107,562467,268968,442500,,285382,,,,,,,,,,,,,
"Depreciation",134295,65879,138575,62739,51109,25635,45098,,38011,,,,,,,,,,,,,
"Operating Income",960748,439346,772073,358279,623086,283649,564109,258750,376361,208562,372072,174650,356357,144691,333657,135183,259302,103201,223113,92447,1643,
"Other Income",,,,,,,,,,,,,,4995,2307,4482,14894,10965,31978,15714,23425,
"Profit Before Exceptional Items",960748,439346,772073,358279,623086,283649,564109,258750,376361,208562,372072,174650,356357,149686,335964,139665,274196,114166,255091,108161,25068,
"Amortisation",164153,77179,110941,54267,89603,41667,86450,42135,,,,,,,,,,,,,,
"Exceptional Item 1",-146141,-74315,-136232,-71623,-62144,-26010,-118262,-19853,-145256,-71581,-130552,-51864,-132044,-54165,-51798,-46131,-69505,-36653,-94936,-39818,-21075,
"Profit Before Interest And Tax",650454,287852,524900,232389,471339,215972,359397,196762,231105,136981,241520,122786,224313,95521,284166,93534,204691,77513,160155,68343,3993,
"Interest Received",26888,14195,37524,12257,55081,31284,39621,36130,59471,13636,28799,9507,34246,5384,24841,,20879,,,1434,,
"Interest Paid",71775,38265,52415,16321,11600,10402,46667,22980,29507,2406,9997,,16547,,16673,893,17508,1701,,,,
