Income statement (ZAR million),"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"30 Nov 2020","30 Jun 2020","2 Dec 2019","29 May 2019","29 Nov 2018","30 May 2018","27 Nov 2017","24 May 2017","24 Nov 2016","26 May 2016","25 Nov 2015","26 May 2015","26 Nov 2014","26 May 2014","25 Nov 2013","27 May 2013","23 Nov 2012","29 May 2012","21 Nov 2011","23 May 2011","22 Nov 2010","24 May 2010",
"Turnover",1391,3501,1777,2834.99,1259.77,2020.367,947.787,1803.125,1029.965,2339.621,1057.363,1676.414,723.138,1443.118,675.468,1171.769,566.545,979.262,503.841,850.492,410.132,749.113,
"Turnover: Property revenue",,,1763,2806.484,1239.518,2014.966,942.84,1964.202,1087.344,2096.4,1005.368,1579.099,744.11,1389.625,657.365,1166.94,574.139,933.269,442.667,836.124,394.87,742.072,
"Turnover: Revenue",,3446,,,,,,,,,,,,,,,,,,,,,
"Turnover: Straight line rental income",,,,28.506,,5.401,,,,,,,,,,,,,,,,,
"Turnover: Straight-line rental adjustment",,,,,,,,,-57.379,243.221,51.995,,,,,,,,,,15.262,,
"Turnover: Straight-line rental income accrual",,55,14,,20.252,,4.947,-161.077,,,,,,,,,,,,,,,
"Turnover: Straight-line rental income adjustment",,,,,,,,,,,,97.315,-20.972,53.493,18.103,4.829,-7.594,45.993,61.174,14.368,,7.041,
"Admin & Collection Fees",646,1129,543,932.183,425.975,705.891,339.976,717.97,382.111,780.584,368.353,585.372,275.105,516.517,250.453,452.811,228.099,334.421,166.458,293.603,139.706,267.061,
"Other Expenses",,279,,199.371,,,,,,,41.888,,18.545,,17.522,,14.51,,10.667,25.509,12.531,23.781,
"Net Rental / Investment Income",745,2093,1234,1703.436,833.795,1314.476,607.811,1085.155,647.854,1559.037,647.122,1091.042,429.488,926.601,407.493,718.958,323.936,644.841,351.359,605.053,257.895,461.338,
"Other Income",,422,,344.815,93.451,323.255,158.006,198.523,61.038,99.337,34.53,76.269,36.128,64.279,26.587,25.615,8.096,13.557,7.771,14.38,5.701,21.188,
"Total Income",745,2515,1234,2048.251,927.246,1637.731,765.817,1283.678,657.239,1658.374,690.623,1120.625,461.475,1009.653,492.95,761.333,377.327,655.004,343.588,590.673,263.596,482.526,
"Debenture Interest",,,,,,,,,,,,,326.574,691.667,327.601,554.368,233.639,437.224,190.263,403.948,168.825,319.231,
"Interest Payable",368,615,296,509.749,246.81,367.808,171.601,362.074,210.968,394.301,180.491,273.498,140.746,256.605,124.969,194.285,100.356,165.633,82.721,161.803,78.422,145.34,
"Expenses",,9,,8,,,,,,,,,,,,,,,,,,,
"Income Before Exceptional Items",377,1891,938,1530.502,680.436,1269.923,594.216,921.604,446.271,1264.073,510.132,847.127,-5.845,61.381,40.38,12.68,43.332,52.147,70.604,24.922,16.349,17.955,
"Amortisation",,,,,,,,,,,,19.227,7.535,9.959,4.308,6.804,4.677,3.703,1.839,2.519,1.832,1.361,
"Exceptional Item 1",-664,-2017,-20,382.809,253.587,1057.506,360.874,578.981,451.956,387.852,269.302,681.788,192.064,335.677,570.236,255.329,204.648,549.253,368.444,78.494,362.125,293.975,
"Exceptional Item 1: Fair Value Adjustments",,,,,,,,,,,,,,,,,,,,,,293.975,
"Income From Associates Before Tax",20,127,41,53.585,46.482,95.485,34.358,45.251,,,,,,,,,,,,,,,
"Income Before Tax",-267,1,959,1966.896,980.505,2422.914,989.448,1545.836,898.227,1651.925,779.434,1509.688,178.684,387.099,606.308,160.803,243.303,558.316,428.108,36.01,376.642,314.678,
"Tax",5,40,14,18.427,16.594,10.668,8.986,9.286,2.51,9.076,6.868,0.026,7.942,5.678,6.07,-412.834,57.323,187.987,57.169,25.488,105.303,79.081,
"Profit For The Period",-272,-39,945,1948.469,963.911,2412.246,980.462,1536.55,895.717,1642.849,772.566,1509.662,170.742,381.421,600.238,573.637,185.98,370.329,370.939,10.522,271.339,235.597,
"Income Attributable To Minority Interests",-66,64,115,239.043,130.816,10.303,4.675,37.13,32.696,56.77,24.996,9.667,,,,,,,,,,,
"Net Income Before Extraords",-206,-103,830,1709.426,833.095,2401.943,975.787,1499.42,863.021,1586.079,747.57,1499.995,170.742,381.421,600.238,573.637,185.98,370.329,370.939,10.522,271.339,235.597,
"Extraordinary Items",,,,,,,,,,,,,,,,,-49.472,,,,,,
"Income Attributable To Equity Holders",-206,-103,830,1709.426,833.095,2401.943,975.787,1499.42,863.021,1586.079,747.57,1499.995,170.742,381.421,600.238,573.637,136.508,370.329,349.788,10.522,271.339,235.597,
"Total Comprehensive Income/Loss for the period",-344,397,857,1925.272,1240.941,2265.387,1175.888,1324.24,710.134,1654.647,789,969.795,,,,,,,,,,,
"Headline Earnings (Cont Ops)",268,1117,792,1056.765,540.142,1229.221,411.183,1039.84,553.039,1067.772,401.991,1007.905,314.353,764.598,361.911,561.464,262.545,472.022,246.139,426.508,196.927,328.244,
"Enterprise Value (EV)",21917.386,25417.085,34012.306,32561.6,31861.749,23058.869,20761.433,16194.889,16326.186,16392.572,16362.971,14935.567,11831.127,11617.386,10594.207,9841.297,9307.263,6823.485,6525.804,6333.02,6464.73,5226.254,

Balance sheet (ZAR million),"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"30 Nov 2020","30 Jun 2020","2 Dec 2019","29 May 2019","29 Nov 2018","30 May 2018","27 Nov 2017","24 May 2017","24 Nov 2016","26 May 2016","25 Nov 2015","26 May 2015","26 Nov 2014","26 May 2014","25 Nov 2013","27 May 2013","23 Nov 2012","29 May 2012","21 Nov 2011","23 May 2011","22 Nov 2010","24 May 2010",
"Ordinary Capital & Premium",12838,12838,12838,12142,11225,,,,,,,,,,,,,,,,,27.596,
"Distributable Reserves",644,716,595,625,368,,,,,,,,,,,,,,,,,18.447,
"Non-Distributable Reserves",,,,,,,,,,,,,,,,,,,,,,1335.459,
"Other Capital",3003,3988,5691,5889,6154,,,,,,,,,,,,,,,,,,
"Ordinary Unitholders Interest",16485,17542,19124,18655.69,17746.45,15770.08,14534.204,13111.425,12786.552,11932.574,11323.116,9830.646,3290.19,3108.689,3288.321,2626.187,2231.477,2074.47,1701.326,1404.55,1653.186,1381.502,
"Debentures",,,,,,,,,,,,,5228.773,4526.816,3705.978,3275.222,2952.844,2113.213,2115.076,2116.916,2117.603,1890.753,
"Minority Interest",1814,1957,1749,2300.32,2151.646,81.311,82.672,73.367,565.616,556.681,562.135,516.317,,,,,,,,,,,
"Total Stockholders' Interest",18299,19499,20873,20956.01,19898.096,15851.391,14616.876,13184.792,13352.168,12489.255,11885.251,10346.963,8518.963,7635.505,6994.299,5901.409,5184.321,4187.683,3816.402,3521.466,3770.789,3272.255,
"Interest Bearing Loans",15160,15958,13090,11547.551,11863.455,5346.371,5023.096,2937.59,2750.209,4098.319,3666.108,2816.088,2426.56,2133.878,2578.992,2414.522,2088.004,448.79,1676.99,1226.282,1238.494,1012.203,
"Other Long-Term Liabilities",728,1355,773,480.35,387.288,131.304,231.896,26.115,24.229,5.269,1.571,12.919,,,,,,,,,,,
