Income statement (ZAR million),"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"19 Nov 2020","17 Jun 2020","21 Nov 2019","23 May 2019","21 Nov 2018","23 May 2018","22 Nov 2017","24 May 2017","22 Nov 2017","25 May 2016","19 Nov 2015","22 May 2015","20 Nov 2014","22 May 2014","21 Nov 2013","23 May 2013","19 Nov 2012","17 May 2012","17 Nov 2011","19 May 2011","19 Nov 2010","20 May 2010",
"Turnover",5652.714,14924.17,12775.637,14325.992,12137.679,14595.865,7246.545,14310.035,7000.076,13018.211,6120.938,12155.86,4916.168,8265.913,4029.689,6677.101,3935.003,7611.673,3510.221,6723,3061.221,5722,
"Operating Expenses",5230.149,19032.879,9520.231,18535.46,9116.429,17527.936,8900.449,16580.97,8508.555,15792.721,7574.866,13148.772,4835.446,7432.588,3553.961,5902.013,3199.038,6109.766,3032.364,5440.481,2717.634,4781.475,
"EBITDA (ProfileData Calc)",1380.994,-1436.384,2630.67,5177.76,2617.24,4735.635,2391.304,5744.071,2064.502,4882.165,2241.357,6450.749,,2279.005,1078.944,1776.217,993.744,2274.771,859.922,916.591,194.516,595.751,
"EBITDA (company calc)",422.565,6761.707,3255.406,,3021.25,,,,,,,,,,,,,,,,,,
"Depreciation",824.169,1675.707,787.544,1446.839,749.35,1412.302,714.688,1377.634,712.829,1352.67,675.25,1007.748,309.288,404.545,213.309,328.306,217.262,376.088,186.66,316.638,163.269,276.699,
"Operating Income",-401.504,5086.439,2467.862,5142.217,2271.9,4933.665,2144.441,5157.176,2103.606,4396.246,1988.023,3100.63,808.503,1247.201,659.407,1136.735,518.703,1125.819,532.756,965.963,367.192,663.972,
"Profit Before Exceptional Items",-401.504,5086.439,2467.862,5142.217,2271.9,4933.665,2144.441,5157.176,2103.606,4396.246,1988.023,3100.63,808.503,1247.201,659.407,1136.735,518.703,1125.819,532.756,965.963,367.192,663.972,
"Exceptional Item 1",575.319,-12065.941,-25.631,-550.299,-84.641,-976.084,-6.666,1053.789,-353.96,-14.851,-29.674,2891.255,3040.225,30.213,-0.828,,26.096,235.895,7.414,65.332,4.461,-130.905,
"Profit Before Interest And Tax",173.815,-6979.502,2442.231,4591.918,2187.259,3957.581,2137.775,6210.965,1749.646,4381.395,1958.349,5991.885,3848.728,1277.414,658.579,1136.735,544.799,1361.714,540.17,1031.295,371.653,533.067,
"Interest Received",68.852,524.354,99.853,264.908,124.166,299.216,186.789,266.792,120.199,195.209,81.667,82.478,,45.81,23.23,53.159,24.599,59.694,26.694,78.323,38.422,64.691,
"Interest Paid",987.266,2310.645,1072.592,1898.104,918.976,1805.549,920.4,1606.475,782.572,1354.183,652.1,843.602,,243.721,92.426,150.799,87.458,193.845,102.287,245.483,99.729,248.286,
"Net Interest Paid/(Received)",918.414,1786.291,972.739,1633.196,794.81,1506.333,733.611,1339.683,662.373,1158.974,570.433,761.124,213.172,197.911,69.196,97.64,62.859,134.151,75.593,167.16,61.307,183.595,
"Income From Associates Before Tax",-159.975,-176.689,-171.531,-169.479,28.68,103.17,78.088,-74.752,22.234,31.459,14.791,270.262,,756.478,278.693,691.799,320.885,697.127,197.709,77.707,3.205,448.787,
"Income Before Tax",-904.574,-8942.482,1297.961,2789.243,1421.129,2554.418,1482.252,4796.53,1109.507,3253.88,1402.707,5501.023,3635.556,1835.981,868.076,1730.894,802.825,1924.69,662.286,941.842,313.551,798.259,
"Taxation",-178.649,-1750.053,441.195,1001.024,442.408,453.959,96.029,1066.537,396.419,1124.924,437.25,665.479,222.274,306.077,166.741,294.526,138.821,466.583,153.506,256.367,115.251,244.899,
"Profit For The Period",-725.925,-7192.429,856.766,1788.219,978.721,2100.459,1386.223,3729.993,713.088,2128.956,965.457,4835.544,3413.282,1529.904,701.335,1436.368,664.004,1458.107,508.78,685.475,198.3,553.36,
"Income Attributable To Minority Interests",-474.133,-3519.746,527.427,956.426,472.215,1036.634,726.036,2036.568,540.406,1078.568,488.7,901.624,226.682,205.242,94.867,433.782,113.801,219.852,91.311,587.372,382.033,727.493,
"Attributable Income Before Extraordinary Items",-251.792,-3672.683,329.339,831.793,506.506,1063.825,660.187,1693.425,172.682,1050.388,476.757,3933.92,3186.6,1324.662,606.468,1002.586,550.203,1238.255,417.469,98.103,-183.733,-174.133,
"Extraordinary Profit",-33.768,-132.595,-87.147,-123.809,-46.083,-124.076,-75.493,-455.516,203.929,-6.984,29.919,-379.954,-68.297,-264.207,-66.038,-109.978,-1.527,-20.277,-8.966,6329.424,476.896,779.499,
"Extraordinary Profit: Discontinued Operations",-33.768,,-87.147,-123.809,-46.083,,-75.493,-455.516,203.929,-118.184,29.919,-379.954,-68.297,-264.207,-66.038,-109.978,-1.527,-20.277,-8.966,6329.424,476.896,779.499,
"Income Attributable To Equity Holders",-285.56,-3805.278,242.192,707.984,460.423,939.749,584.694,1237.909,376.611,1043.404,506.676,3553.966,3118.303,1060.455,540.43,1381,548.676,1217.978,408.503,6427.527,293.163,605.366,
"Total Comprehensive Income/Loss for the period",-1258.193,-6852.795,737.772,2137.106,1472.69,1784.131,1294.837,2687.943,411.796,2797.768,1359.239,4486.713,,,,,,,,,,,
"Headline Earnings (Cont Ops)",-407.079,1046.908,391.761,1028.523,499.119,1163.542,550.166,1306.01,574.825,1044.447,502.716,1021.048,395.833,1086.154,576.113,1084.932,531.302,1020.165,380.738,722.599,284.184,370.887,
"Enterprise Value (EV)",37964.19,38160.801,48234.077,49107.813,51220.691,51196.519,50831.147,50381.479,48177.464,42916.509,46207.785,45488.666,41361.755,19839.315,18741.732,16192.487,12231.595,11526.062,12648.439,11740.49,15631.222,16564.958,

Balance sheet (ZAR million),"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"19 Nov 2020","17 Jun 2020","21 Nov 2019","23 May 2019","21 Nov 2018","23 May 2018","22 Nov 2017","24 May 2017","22 Nov 2017","25 May 2016","19 Nov 2015","22 May 2015","20 Nov 2014","22 May 2014","21 Nov 2013","23 May 2013","19 Nov 2012","17 May 2012","17 Nov 2011","19 May 2011","19 Nov 2010","20 May 2010",
"Fixed Assets",25258.332,25686.739,25981.781,25693.836,25469.438,24913.188,25321.07,25127.835,24019.665,24371.72,23967.472,23147.181,22634.193,3735.578,4153.234,3959.409,3071.353,2932.761,2909.316,2769.835,9467.582,9660.977,
"Right-of-use Asset",1361.456,1172.047,1016.702,,,,,,,,,,,,,,,,,,,,
"Investments in Associates",2633.108,2977.772,2577.854,2469.742,2089.267,1719.947,1587.342,1454.782,1341.019,1453.268,1087.485,1336.564,1294.88,9974.196,9582.535,9461.708,9493.094,9235.179,8445.206,8436.446,1815.155,2405.254,
"Investments and Loans",9063.349,9344.524,10292.45,10053.377,10216.336,9587.532,9022.356,8510.174,8054.717,3021.423,2690.174,2530.138,2147.318,1695.532,1274.855,907.503,698.64,557.886,626.395,564.685,363.901,218.585,
