Income statement (ZAR '000),"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (13m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"19 Nov 2020","1 Jul 2020","22 Nov 2019","1 Jul 2019","22 Nov 2018","31 May 2018","23 Nov 2017","31 May 2017","23 Nov 2016","1 Jun 2016","25 Nov 2015","1 Jun 2015","18 Nov 2014","30 Jun 2014","24 Mar 2014","17 Sep 2013","14 Feb 2013","28 Sep 2012","30 Mar 2012","3 Oct 2011","14 Feb 2011","30 Sep 2010",
"Turnover",563151,1751275,909596,1995023,1131571,2116003,1050317,1746629,832792,1272063,583246,1286659,637256,1059876,424528,386814,336268,340629,172534,259257,178048,295580,
"Cost of Sales",429344,1427114,745176,1615191,898510,1656132,814299,1375205,652755,1012003,471478,1051829,518064,853163,358273,326518,282850,287578,138967,205984,131361,216795,
"Gross Profit",133807,32161,164419,379832,233061,459871,236018,371424,180037,260060,111768,234830,119192,206713,66255,60296,53418,53051,33567,53273,46687,78785,
"Operating Expenses",118921,297457,145473,291109,161846,294576,151589,243908,118718,,,,,,,,,,36533,,29383,66092,
"Operating Income",14885,26704,18946,88723,71215,165295,84429,127516,61319,106593,46590,112446,58506,87389,40011,35712,27074,29076,15605,31998,17304,12693,
"Profit Before Exceptional Items",14885,26704,18946,88723,71215,165295,84429,127516,61319,106593,46590,112446,58506,87389,40011,35712,27074,29076,15605,31998,17304,12693,
"Exceptional Item 1",160,-35591,437,-121576,-815,846,114,595,98,10517,10521,1586,405,-3270,-136,,355,,,,,-44034,
"Profit Before Interest And Tax",15045,-8887,19383,-32853,70400,166141,84543,128111,61417,117110,57111,114032,58911,84119,39875,35712,27429,29076,15605,31998,17304,-31341,
"Interest Received",3676,9077,5092,8580,3898,5758,3232,6920,2111,3237,1719,3549,1248,676,85,799,37,759,650,9,63,1257,
"Interest Paid",8059,22446,10635,20035,10182,20544,10252,11358,5315,6562,1781,3086,977,2579,1436,1931,739,2801,718,45,1967,5031,
"Net Interest Paid/(Received)",4383,13369,5543,11455,6284,14786,7020,4438,3204,3325,62,-463,-271,1903,1351,1132,702,2042,68,36,1904,3774,
"Income From Associates Before Tax",-230,-10778,-1078,916,,,,,,,,508,177,,,1401,,,,,,,
"Income Before Tax",10432,-33034,12762,-43392,64116,151355,77523,123673,58213,113785,57049,115003,59359,82216,38524,35981,26727,27034,15537,31962,15400,-35115,
"Taxation",-2494,-1231,2591,-7083,14419,35606,17969,32231,14714,28208,13267,31237,16166,24291,11201,9660,7615,9488,4344,8414,4344,2560,
"Profit For The Period",12926,-31803,10171,-36309,49697,115749,59554,91442,43499,85577,43782,83766,43193,57925,27323,26321,19112,17546,11193,23548,11056,-37675,
"Income Attributable To Minority Interests",464,1543,708,4117,2002,4626,2099,4655,1925,2037,2677,10217,7794,19377,11470,,7178,,,,,,
"Attributable Income Before Extraordinary Items",12462,-33346,9463,-40426,47695,111123,57455,86787,41574,83540,41105,73549,35399,38548,15853,26321,11934,17546,11193,23548,11056,-37675,
"Extraordinary Profit",-4361,-47438,-37193,-107566,,422,,,,,,,,,,,,,,,,,
"Extraordinary Profit: Discontinued Operations",-4361,-47438,-37193,-107566,,422,,,,,,,,,,,,,,,,,
"Income Attributable To Equity Holders",8101,-80784,-27730,-147992,47695,111545,57455,86787,41574,83540,41105,73549,35399,38548,15853,26321,11934,17546,11193,23548,11056,-37675,
"Total Comprehensive Income/Loss for the period",8293,-75186,-27215,-141068,50811,117460,61101,82383,43921,81393,43366,83807,,,,,,,,,,,
"Headline Earnings (Cont Ops)",12578,44651,9778,59901,47343,111097,57661,87025,41503,84406,41009,72769,35107,38207,15937,25069,11881,-1865,-8271,13860,11073,6374,
"Enterprise Value (EV)",105640,154753,365017,560733,838380,769042,799240,731036,647161,646272,713806,802367,778119,1038191,677335,138612,85984,76939,102370,106046,101055,166022,

Balance sheet (ZAR '000),"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (13m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
