Income statement (ZAR million),"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"20 Nov 2020","25 May 2020","22 Nov 2019","22 May 2019","22 Nov 2018","24 May 2018","27 Nov 2017","25 May 2017","23 Nov 2016","24 May 2016","19 Nov 2015","20 May 2015","19 Nov 2014","21 May 2014","20 Nov 2013","30 May 2013","21 Nov 2012","22 May 2012","23 Nov 2011","30 May 2011","24 Nov 2010","18 May 2010",
"Turnover",29797.1,15708.9,28578.9,15333.3,28364.7,15685.2,31297.9,16394.4,30588.2,15309.6,28660,14565.9,30072,14926.9,27003.5,13443.2,22677,11591,20430,10339.4,19316,10187,
"Cost of Sales",20837.4,11092.2,19474.7,10516.6,19106.8,10467.9,20856.4,11067.3,20869.6,10411,18980.5,9770.6,20540.2,,,,,,,,,,
"Gross Profit",8958.7,4616.7,9104.2,4816.7,9257.9,5217.3,10441.5,5327.1,9718.6,4898.6,9679.5,4795.3,9531.8,,,,,,,,,,
"Operating Expenses",6238.9,3538.8,5933.9,3290.6,5968.6,3219.2,,,,,,,,,,,,,,,,,
"EBITDA (ProfileData Calc)",3046.2,,5904.6,,,,,,,,,,,,,,,,,,,,
"Depreciation",741.2,374.9,575.9,300.5,,,,,,,,,,,,,,,,,,,
"Operating Income",1908.5,499.5,4932.3,1749,2669.4,1605.5,3940.7,2191.9,3779.4,1970.3,3687.2,1840.2,2500.5,878.6,3080.4,1577.2,3479,1689.1,3245,1551.4,3015.1,1594.4,
"Other Income",,,,,,,,,,,0.8,0.4,1.5,1.2,17,9.9,19.9,11.2,19,10.1,18,10.6,
"Profit Before Exceptional Items",1908.5,499.5,4932.3,1749,2669.4,1605.5,3940.7,2191.9,3779.4,1970.3,3688,1840.6,2502,879.8,3097.4,1587.1,3498.9,1700.3,3264,1561.5,3034.1,1605,
"Amortisation",,4.6,,4.5,,,,,,,,,,,,,,,,,,,
"Exceptional Item 1",40.1,,9.6,,,,,,,,,,,,,,4.8,18.3,127,,-187.6,-187.3,
"Profit Before Interest And Tax",1948.6,499.5,4941.9,1749,2669.4,1605.5,3940.7,2191.9,3779.4,1970.3,3688,1840.6,2502,879.8,3097.4,1587.1,3503.7,1718.6,3391,1561.5,2846.5,1417.7,
"Interest Received",29.6,,43.1,,,,3.3,2,6.3,0.4,,,26.3,,,,52.8,,20,100.8,202,115.3,
"Interest Paid",110.8,,30.2,,,,209.9,120.3,168.4,112.3,,,429,,,,191,,84,112.7,302,163.7,
"Net Interest Paid/(Received)",81.2,-15,-12.9,17.9,18.6,44.6,206.6,118.3,162.1,111.9,203,115.8,401,206.3,362,176.2,118,77.1,64,11.9,82,48.4,
"Income From Associates Before Tax",352.4,158,371.2,200,730.7,341.2,533.3,238.5,860.7,370.6,602.8,237.5,596.9,265.9,515.1,255.2,415.7,163.6,265,121,251.7,94.4,
"Income Before Tax",2219.8,672.5,5326,1931.1,3381.5,1902.1,4267.4,2312.1,4478,2229,4086.8,1962.3,2696.2,939.4,3233.7,1666.1,3776.5,1805.1,3592,1670.6,3016.2,1463.7,
"Taxation",726.7,293.8,965,468.5,835.3,492.1,1234.4,613.8,1209.2,571.2,977.3,457.1,832.4,412.4,836.6,409.7,1028.7,509.2,1014,494.1,840.1,427.3,
"Profit For The Period",1493.1,378.7,4361,1462.6,2546.2,1410,3033,1698.3,3268.8,1657.8,3109.5,1505.2,1863.8,527,2397.1,1256.4,2747.8,1295.9,2578,1176.5,2176.1,1036.4,
"Income Attributable To Minority Interests",25.6,12.2,27.5,12.9,30.2,17.7,18.7,10.6,16.1,4.3,-785.1,-149.9,-115,-75,-22,-4.9,29.6,14.3,-6,-9.7,-16.8,-9.9,
"Attributable Income Before Extraordinary Items",1467.5,366.5,4333.5,1449.7,2516,1392.3,3014.3,1687.7,3252.7,1653.5,3894.6,1655.1,1990.3,602,2577,1261.3,2718.2,1281.6,2584,1186.2,2191.9,1046.3,
"Extraordinary Profit",-453.2,-19.1,-470.2,-18.4,-114.9,14.2,105,-1.1,52.9,49.8,-2167.5,-315.7,29.9,41,158,57.8,,,,,,,
"Extraordinary Profit: Discontinued Operations",-453.2,-19.1,-470.2,-18.4,-114.9,14.2,,-1.1,52.9,49.8,-2167.5,,29.9,,158,,,,,,,,
"Income Attributable To Equity Holders",1014.3,347.4,3863.3,1431.3,2401.1,1406.5,3119.3,1686.6,3305.6,1703.3,1727.1,1339.4,2020.2,602,2516,1319.1,2718.2,1281.6,2584,1186.2,2191.9,1046.3,
"Total Comprehensive Income/Loss for the period",1151,434.1,3493.2,1310.9,2322.8,706.9,3033.1,1483.6,3234.8,1769,1241.2,,1876,,3079,,2799,,,,,,
"Headline Earnings (Cont Ops)",1981.8,829.4,2576.3,1280.2,2689.4,1422.7,3509.9,1686.3,3443.2,1575.2,3381,1535.2,2889.3,1368.7,2515,1279.8,2690,1251.6,2498,1186,2203,1056.9,
"Enterprise Value (EV)",34919.257,34680.601,38926.473,49692.615,49879.112,70933.74,72304.165,78504.179,75546.947,65697.583,62276.675,63194.617,64805.242,57403.197,62793.06,61876.436,53793.862,54417.959,42091.821,34511.529,36305.821,36046.986,

Balance sheet (ZAR million),"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"20 Nov 2020","25 May 2020","22 Nov 2019","22 May 2019","22 Nov 2018","24 May 2018","27 Nov 2017","25 May 2017","23 Nov 2016","24 May 2016","19 Nov 2015","20 May 2015","19 Nov 2014","21 May 2014","20 Nov 2013","30 May 2013","21 Nov 2012","22 May 2012","23 Nov 2011","30 May 2011","24 Nov 2010","18 May 2010",
"Fixed Assets",5059.4,5230.2,4976.4,4660.8,4599.2,4551.4,4588.4,4351.8,4541.9,4227.1,4641.2,5679.7,5867.6,5736.6,5498.7,5936.8,3359.2,3318.2,3317,2698.8,2585.6,2581.4,
"Investments and Loans",2854.8,2807.4,2731.7,2675.3,5102.2,4414.4,4720.1,4773.5,4904.8,4641.5,4312.3,3447.7,3422.5,3322.3,3413.3,3079.2,2654.7,2518,2360,1713,1717.2,1584.7,
"Goodwill",1198,1198.2,1477.4,1588.7,1695.4,1761.2,1774.2,2070.7,2098.6,2243.2,2239.1,2383.5,2411.2,2440.6,3173.2,,,,,,,,
"Intangible Assets",1745.5,1750.3,1744.4,1746.1,1751.8,1803.9,1822.8,1831.9,1841.9,1991.8,1993.9,2059.8,2115.5,2151.7,2251.4,4853.1,4012.1,4020.4,3826,1982.2,1985.8,1988.1,
"Deferred Tax Asset",22.4,102.9,13.7,13.7,16.8,39.2,44,22.7,42.6,57,50.5,303.5,306.9,201.2,138.2,81.1,43.9,,,,,98.8,
"Total Fixed Assets",10880.1,11089,10943.6,10684.6,13165.4,12570.1,12949.5,13050.6,13429.8,13160.6,13237,13874.2,14123.7,13852.4,14474.8,13950.2,10069.9,9856.6,9503,6394,6288.6,6253,
"Stock",5324.9,5339.1,5501.7,5360.3,5064,4920.9,4812,5117.8,5769.8,5856.7,5670,5308.1,4700.6,4882.8,4652.7,4618.4,3657.3,3943.7,3037,3038.9,2898.7,3108.2,
"Debtors",3919.8,4525.6,3987.8,4574.7,4117.9,4999.9,4631.6,4473.7,4592.3,4690.5,4895.7,5192.1,4867.4,4502.9,4199.9,4808,3755.1,3232.9,3150,2949.8,2875.3,2854.3,
"Cash",1790,1389.8,1723.9,888.6,1581.1,1108.8,1221.4,1106.8,737,869,1051.6,553.4,1160.3,685,632.9,588.6,371.1,,506,,921.3,165.9,
"Tax",,,,,,,,,,,,,,,,,,392.9,,1092.3,,39.8,
"Other Current Assets",419.2,15.9,23.5,2000.5,,,364.7,837.2,,,,,,,1280.7,,,,,,,,
"Total Current Assets",11453.9,11270.4,11236.9,12824.1,10763,11029.6,11029.7,11535.5,11099.1,11416.2,11617.3,11053.6,10728.3,10070.7,10766.2,10015,7783.5,7569.5,6693,7081,6695.3,6168.2,
"Total Assets",22334,22359.4,22180.5,23508.7,23928.4,23599.7,23979.2,24586.1,24528.9,24576.8,24854.3,24927.8,24852,23923.1,25241,23965.2,17853.4,17426.1,16196,13475,12983.9,12421.2,
"Ordinary Share Capital & Premium",,,,,,,,,,,,,,,,,94.5,88.2,70,51.7,481.4,974.2,
"Distributable Reserves",,,,,,,,,,,,,,,,,12142.5,11348.7,10979,10115.3,9366.5,8330,
"Non-Distributable Reserves",,,,,,,,,,,,,,,,,1408.9,1124.8,1189,944.1,957.3,864.7,
"Other Capital",,,,,,,,,,,,,,,,,-2343.1,-2359.4,-2378,-2377.7,-2489.2,-2615.1,
"Ordinary Shareholders' Interest",15628.1,14884.8,15244.4,17395.9,17302,16312.7,16803.8,15849,15547.6,14616.2,13830.1,13578.9,13177.4,12302.9,12787.1,11849.3,11302.8,10202.3,9860,8714,8316,7553.8,
"Minority Interest",159.3,196,163.1,167.9,163.2,156.5,257.4,446.8,486.3,534.9,-52.5,566.4,769.8,825.8,1028.4,963.2,392.7,381.4,386,271.2,285.4,304.5,
"Total Shareholders' Interest",15787.4,15080.8,15407.5,17563.8,17465.2,16469.2,17061.2,16295.8,16033.9,15151.1,13777.6,14145.3,13947.2,13128.7,13815.5,12812.5,11695.5,10583.7,10246,8706.6,8601.4,7858.3,
"Interest Bearing Loans",197.2,245,,74.8,74.3,2,2,1048.1,1069.3,1138,1215.8,367.7,627.4,1048.8,1452.7,1669.4,235,395.2,537,390.3,403.8,408.7,
"Deferred Tax Liability",359.5,477,415.8,365.3,370.4,355.3,347.7,275.3,253.5,243.5,200.3,308.6,279.1,409.4,363.5,361.7,294,308.8,300,119.9,123.5,208.7,
"Retirement Obligation",517.9,592.4,582.8,628.5,617.5,633.4,619.1,676.1,666,651.5,643.1,637,626.4,590.4,580.9,642.3,406.8,390.6,377,366.2,350.7,337.5,
"Total Long-Term Liabilities",1074.6,1314.4,998.6,1068.6,1062.2,990.7,968.8,1999.5,1988.8,2033,2059.2,1313.3,1532.9,2048.6,2397.1,2673.4,935.8,1094.6,1214,876,878,954.9,
"Creditors and Provisions",4963.5,5418.4,5052.8,4813,4364.7,4861.7,4893.1,4851.8,4682.4,4935.1,5320.1,5199.5,5106.2,4732.6,4548.1,4833,3772,3318.3,2994,3013.9,2966.2,2962.2,
"Creditors and Provisions: Provisions",,,,,,,,,,,523.3,,664.6,,561,,,,,,,,
"Creditors and Provisions: Trade and other payables",,,,,,,,,,,4796.8,,4441.6,,3987.1,,,,,,,,
"Tax",63.6,6.6,53.4,26.8,119.4,6.7,94.4,93.3,128.1,30.8,73.4,112,243.6,47.2,131.5,120,132.3,27.9,102,63.2,62.3,,
"Bank Overdrafts/Short-Term Loans",141,512.9,519,36.5,916.9,1271.4,788.6,1201.7,1695.7,2426.8,3624,4157.7,4022.1,3966,3650.2,3526.3,1317.8,2401.6,1640,536,476,645.8,
"Other Current Liabilities",303.9,26.3,149.2,,,,173.1,144,,,,,,,698.6,,,,,,,,
"Total Current Liabilities",5472,5964.2,5774.4,4876.3,5401,6139.8,5949.2,6290.8,6506.2,7392.7,9017.5,9469.2,9371.9,8745.8,9028.4,8479.3,5222.1,5747.8,4737,3613.1,3504.5,3608,
"Total Liabilities",6546.6,7278.6,6773,5944.9,6463.2,7130.5,6918,8290.3,8495,9425.7,11076.7,10782.5,10904.8,10794.4,11425.5,11152.7,6157.9,6842.4,5951,4768.4,4382.5,4562.9,
"Total Equity and Liabilities",22334,22359.4,22180.5,23508.7,23928.4,23599.7,23979.2,24586.1,24528.9,24576.8,24854.3,24927.8,24852,23923.1,25241,23965.2,17853.4,17426.1,16196,13475,12983.9,12421.2,

Share/unit data,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"20 Nov 2020","25 May 2020","22 Nov 2019","22 May 2019","22 Nov 2018","24 May 2018","27 Nov 2017","25 May 2017","23 Nov 2016","24 May 2016","19 Nov 2015","20 May 2015","19 Nov 2014","21 May 2014","20 Nov 2013","30 May 2013","21 Nov 2012","22 May 2012","23 Nov 2011","30 May 2011","24 Nov 2010","18 May 2010",
"Number of Shares in Issue (Actual)",189818926,189818926,189818926,189818926,189818926,189818926,192069868,192069868,192069868,192069868,192069868,192069868,191948268,191896268,191550468,191517468,191196038,190355000,190642005,190355000,190200005,190043000,
"Weighted Average Shares in Issue (Actual)",165622916,165622916,165622916,189818926,164714348,189818926,162815504,192069868,192069868,192069868,192069868,192069868,191948268,191896268,191550468,191517468,159263234,158568000,158655131,158568000,158193302,158014000,
"Fully Diluted Weighted Average Shares in Issue",165622916,165622916,165622916,189818926,164714348,189818926,,192069868,192069868,192069868,192069868,192069868,191517468,191896268,191517468,191517468,162613654,161038000,161693653,161038000,160780340,160844000,
"Market Capitalisation (R'000)",36211757,35116501,39968273,50302015,50305812,70612640,72477565,76914379,73032647,62466883,58540975,58656217,60546242,52247597,57294660,56306136,52219462,51239759,40034821,33314029,36061921,34853886,
