Income statement (ZAR '000),"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"22 Sep 2020","24 Mar 2020","25 Sep 2019","19 Mar 2019","11 Sep 2018","26 Feb 2018","19 Sep 2017","6 Mar 2017","12 Sep 2016","8 Mar 2016","30 Sep 2015","5 Mar 2015","1 Oct 2014","31 Mar 2014","25 Sep 2013","8 Mar 2013","27 Sep 2012","28 Feb 2012","29 Sep 2011","29 Mar 2011","29 Sep 2010",
"Turnover",242753,136339,245184,85403,187075,102595,159350,84723,132116,53895,193034,75437,95862,53455,89743,41948,80970,38801,81550,33679,76294,
"Cost of Sales",79876,42549,77871,27699,53589,27770,44042,22457,35057,23061,103300,34107,47378,15800,30010,13900,27489,13776,28102,14458,27405,
"Gross Profit",162877,93790,167313,57344,133486,74825,115308,62266,97059,30834,89734,41330,48484,37655,59733,28048,53482,25025,53448,19221,48889,
"Operating Expenses",125031,64643,114299,49896,91502,47344,78204,41387,67396,35357,72880,33191,37993,33453,52926,25911,46349,22157,47628,19488,44726,
"EBITDA (company calc)",50551,,61156,,,,,,,,,,,,,,,,,,,
"Operating Income",39535,29317,54125,8033,42722,27544,37316,21009,44291,10802,17752,8604,10491,4178,6807,2487,8474,2766,6302,-300,4681,
"Profit Before Exceptional Items",39535,29317,54125,8033,42722,27544,37316,21009,44291,10802,17752,8604,10491,4178,6807,2487,8474,2766,6302,-300,4681,
"Exceptional Item 1",,,,,,,,,-22206,-3954,-11136,,-95046,24,,,,,,,,
"Profit Before Interest And Tax",39535,29317,54125,8033,42722,27544,37316,21009,22085,6848,6616,8604,-84555,4202,6807,2487,8474,2766,6302,-300,4681,
"Interest Received",1802,856,430,180,380,140,740,307,836,936,3312,1605,797,156,488,262,448,240,269,147,232,
"Interest Paid",558,364,174,81,392,265,4907,2516,4953,2341,4851,1565,66,79,58,23,387,357,730,368,1123,
"Net Interest Paid/(Received)",-1244,-492,-256,-99,12,125,4167,2209,4117,1405,1539,-40,-731,-77,-430,-239,-61,117,461,221,891,
