Income statement (ZAR million),"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"18 Nov 2020","20 May 2020","13 Nov 2019","9 May 2019","14 Nov 2018","9 May 2018","8 Nov 2017","10 May 2017","9 Nov 2016","11 May 2016","10 Nov 2015","10 Jul 2015",
"Turnover",643.011,334.415,655.544,318.333,672.549,334.72,409.89,194.992,351.039,160.738,159.246,41.539,
"Admin & Collection Fees",30.104,13.054,19.719,9.864,15.865,7.4,13.41,5.885,11.845,5.797,4.106,0.003,
"Other Expenses",330.32,153.942,273.471,138.866,253.111,129.792,153.281,74.681,130.563,56.198,47.599,13.927,
"Net Rental / Investment Income",282.587,167.419,362.354,169.603,403.573,197.528,243.199,114.426,208.631,98.743,107.541,27.609,
"Interest Receivable",16.147,3.544,22.642,9.839,27.344,14.606,31.391,11.358,19.674,8.419,5.345,0.055,
"Depreciation",,,132.656,,67.625,,61.143,,,,,,
"Total Income",298.734,170.963,384.996,179.442,430.917,212.134,274.59,125.784,228.305,107.162,112.886,27.664,
"Interest Payable",131.051,69.948,133.699,58.965,117.171,57.906,26.007,8.333,7.634,0.499,55.411,24.569,
"Income Before Exceptional Items",167.683,101.015,251.297,120.477,313.746,154.228,248.583,117.451,220.671,106.663,57.475,3.095,
"Exceptional Item 1",-495.206,-97.186,-306.93,-8.219,-141.851,-10.827,35.724,-0.018,35.722,,89.573,,
"Income Before Tax",-327.523,3.829,-55.633,112.258,171.895,143.401,284.307,117.433,256.393,106.663,147.048,3.095,
"Tax",-19.089,,,,,,,,,,,,
"Profit For The Period",-308.435,3.829,-55.633,112.258,171.895,143.401,284.307,117.433,256.393,106.663,147.048,3.095,
"Net Income Before Extraords",-308.435,3.829,-55.633,112.258,171.895,143.401,284.307,117.433,256.393,106.663,147.048,3.095,
"Income Attributable To Equity Holders",-308.435,3.829,-55.633,112.258,171.895,143.401,284.307,117.433,256.393,106.663,147.048,3.095,
"Total Comprehensive Income/Loss for the period",-308.435,3.829,-55.633,112.258,171.895,143.401,284.307,117.433,256.393,106.663,147.048,,
"Headline Earnings (Cont Ops)",51.947,39.057,119.741,112.258,320.233,143.401,247.426,117.433,218.216,106.663,57.475,3.095,
"Enterprise Value (EV)",911.705,874.196,1461.737,2179.672,2890.061,3182.052,2735.463,2726.93,2175.906,2378.336,2091.697,768.433,

Balance sheet (ZAR million),"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"18 Nov 2020","20 May 2020","13 Nov 2019","9 May 2019","14 Nov 2018","9 May 2018","8 Nov 2017","10 May 2017","9 Nov 2016","11 May 2016","10 Nov 2015","10 Jul 2015",
"Ordinary Capital & Premium",3043.299,3043.299,3051.853,3051.853,3033.168,3033.288,2755.181,2290.271,2274.537,2274.606,1786.252,,
"Distributable Reserves",-609.344,-297.08,-169.917,118.23,162.938,309.154,223.611,188.039,184.354,145.916,148.597,,
"Non-Distributable Reserves",20.796,19.993,19.993,19.993,19.993,,,,,,,,
"Ordinary Unitholders Interest",2454.751,2766.212,2901.93,3190.077,3216.099,3342.442,2978.792,2478.31,2458.891,2420.522,1934.849,16.649,
"Total Stockholders' Interest",2454.751,2766.212,2901.93,3190.077,3216.099,3342.442,2978.792,2478.31,2458.891,2420.522,1934.849,16.649,
"Non-Interest Bearing Loans",,,,,,,,,,,,758.322,
"Other Long-Term Liabilities",1397.965,1366.561,1340.526,1250.84,1136.849,1310.387,203.212,160.968,151.845,,,,
"Long-Term Liabilities",1397.965,1366.561,1340.526,1250.84,1136.849,1310.387,203.212,160.968,151.845,,,758.322,
"Total Capital Employed",3852.716,4132.773,4242.456,4440.918,4352.948,4652.829,3182.004,2639.278,2610.736,2420.522,1934.849,774.971,
"Fixed Assets / Property",3764.723,4095.757,4156.761,4344.455,4270.426,4406.592,2945.719,2422.356,2391.762,2207.143,1711.457,787.848,
"Deferred Tax Asset",32.208,,,,,,,,,,,,
"Other Assets",56.102,66.877,109.451,227.624,213.318,209.34,191.906,191.838,175.912,175.794,175.794,,
"Debtors",104.292,103.155,123.365,115.242,97.898,133.678,68.739,55.607,46.59,43.192,36.987,1.159,
"Cash and Short Term Funds",55.946,23.197,16.481,2.306,0.286,4.399,40.948,19.154,46.267,24.013,35.406,14.459,
"Other Current Assets",109.623,80.799,63.012,,,,,,1.038,1.684,0.631,,
"Current Assets",269.861,207.151,202.858,117.548,98.184,138.077,109.687,74.761,93.895,68.889,73.024,15.618,
"Total Assets",4122.894,4369.785,4469.071,4689.627,4581.928,4754.01,3247.312,2688.955,2661.569,2451.826,1960.275,803.466,
"Creditors",107.058,77.012,76.615,71.709,77.246,101.181,65.308,49.677,50.833,31.304,25.426,3.925,
"Receiver of Revenue",13.12,,,,,,,,,,,,
"Bank O/D & S/T Loans",,,,,150,,,,,,,24.57,
"Other Current Liabilities",150,160,150,177,1.734,,,,,,,,
"Current Liabilities",270.178,237.012,226.615,248.709,228.98,101.181,65.308,49.677,50.833,31.304,25.426,28.495,
"Net Current Assets",-0.317,-29.861,-23.757,-131.161,-130.796,36.896,44.379,25.084,43.062,37.585,47.598,-12.877,

Share/unit data,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"18 Nov 2020","20 May 2020","13 Nov 2019","9 May 2019","14 Nov 2018","9 May 2018","8 Nov 2017","10 May 2017","9 Nov 2016","11 May 2016","10 Nov 2015","10 Jul 2015",
"Number of Linked Units Issued (Actual)",319356799,319356799,321351671,321351669,318645019,318645117,289209449,241945767,240234907,240234907,193373003,100,
"Weighted Ave Stock Units (Actual)",319716078,319587628,320854752,318507028,317646864,317307598,253384729,240612882,236360737,232742844,52280618,100,
"Market Capitalisation (R000)",967651,897393,1478218,2181978,2740347,3186451,2776411,2746084,2222173,2402349,2127103,,

Share statistics,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"18 Nov 2020","20 May 2020","13 Nov 2019","9 May 2019","14 Nov 2018","9 May 2018","8 Nov 2017","10 May 2017","9 Nov 2016","11 May 2016","10 Nov 2015","10 Jul 2015",
"Earnings Per Linked Unit (ZARc)",-96.47,1.2,-17.34,35.25,54.12,45.19,112.2,48.81,108.48,45.83,281.27,3095030,
"Diluted Earnings Per Linked Unit (ZARc)",-96.12,1.2,-17.34,35.25,54.12,45.19,112.2,48.81,108.48,45.83,281.27,3095030,
"Headline Earnings Per Linked Unit (CO) (ZARc)",16.25,12.22,37.32,35.25,100.81,45.19,97.65,48.81,92.32,45.83,109.93,3095030,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",16.19,12.22,37.32,,,45.19,,48.81,92.32,45.83,109.93,3095030,
"Distributions Per Linked Unit (ZARc)",44.02,,78.25,37.49,97.75,48.56,97.75,48.54,92.61,46,28.99,,
"Net Asset Value Per Linked Unit (ZARc)",768.65,866.18,903.04,992.71,1009.3,1048.95,1029.98,1024.32,1023.54,1007.56,1000.58,16649354,
"3 Year Beta",0.34,0.33,-0.15,-0.18,-0.24,,,,,,,,
"Cash Generated Per Linked Unit",26.41,-1.24,-21.23,-18.45,19.29,14.87,-1.52,-2.67,5.49,-1.25,17.85,4781000,
"Number of Months",12,6,12,6,12,6,12,6,12,6,12,6,
"Net Asset Value Per Linked Unit (Base Currency)",768.65,866.18,903.04,992.71,1009.3,1048.95,1029.98,1024.32,1023.54,1007.56,1000.58,16649354,
"Price at Period End (Base Currency)",303,281,460,679,860,1000,960,1135,925,1000,1100,,
"JSE Market Price at Period End (ZARc)",303,281,460,679,860,1000,960,1135,925,1000,1100,,
"JSE Market Price High (ZARc)",459,459,900,900,1090,1090,1200,1200,1150,1150,1190,,
"JSE Market Price Low (ZARc)",215,262,400,620,700,740,910,911,896,910,1000,,
"JSE Volume Traded (Actual)",37913309,24064140,15129791,8401552,45562423,35385838,26897627,22216657,40047690,28199769,4656187,,
"JSE Rand Value Traded (Actual)",133408673,94878302,95442045,62852075,434618097,334611397,271781440,225142700,413744684,299903840,50590146,,
"12 Month HEPS",16.25,14.29,37.32,90.87,100.81,94.03,97.65,95.3,92.32,-3094874.24,109.93,6190060,
"12 Month Dividend",44.01,40.76,78.25,86.68,97.75,97.77,97.75,95.14,95.15,92.61,75,28.99,

Cash flow items,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"18 Nov 2020","20 May 2020","13 Nov 2019","9 May 2019","14 Nov 2018","9 May 2018","8 Nov 2017","10 May 2017","9 Nov 2016","11 May 2016","10 Nov 2015","10 Jul 2015",
"Cash generated by operations",,,,,,,,,,,96.583,,
"Cash generated from operations after WC",330.255,193.425,320.047,146.806,383.856,168.505,235.282,104.274,221.784,102.672,,,
"Net Cash flow from operating activities",84.358,-3.972,-68.232,-59.283,61.46,47.375,-4.384,-6.448,13.187,-3.008,34.512,4.781,
"Net cash flow from investing activities",3.811,3.014,-108.368,-74.03,-1310.439,-1301.662,-516.706,-30.633,-640.205,-474.685,-1100.523,-2.89,
"Net cash flow from financing activities",-48.704,7.673,192.795,135.331,1208.316,1217.737,515.771,9.968,637.878,466.302,1090.948,2.099,
"Dividends paid",-130.993,-130.993,-277.222,-156.963,-232.568,-77.83,-245.05,-113.747,-220.636,-109.343,-12.005,,
"Net increase(decrease) in cash & cash equivalents",39.465,6.716,16.194,2.019,-40.662,-36.549,-5.319,-27.113,10.861,-11.392,24.937,,
"Cash & Cash Equivalent beginning of period",16.481,16.481,0.286,0.286,40.948,40.948,46.267,46.267,35.406,35.406,10.469,,
"Cash & Cash Equivalent end of period",55.946,23.197,16.481,2.306,0.286,4.399,40.948,19.154,46.267,24.013,35.406,,

Ratios,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"18 Nov 2020","20 May 2020","13 Nov 2019","9 May 2019","14 Nov 2018","9 May 2018","8 Nov 2017","10 May 2017","9 Nov 2016","11 May 2016","10 Nov 2015","10 Jul 2015",
"Turnover Per Share",201.12,209.28,204.31,199.89,211.73,210.98,161.77,162.08,148.52,138.12,304.6,83078000,
"Price/Sales Per Share",1.51,1.34,2.25,3.4,4.06,4.74,5.93,7,6.23,7.24,3.61,,
"Price/Net Asset Value",0.39,0.32,0.51,0.68,0.85,0.95,0.93,1.11,0.9,0.99,1.1,,
"Price/Cash Flow",11.47,-451.86,-21.67,-73.6,44.58,134.5,-631.58,-850.19,168.49,-1600,61.62,,
"Return on Capital Employed",-8.01,0.19,-1.31,5.06,3.95,6.16,8.93,8.9,9.82,8.81,7.6,0.8,
"Return on Stockholder Funds",-12.56,0.28,-1.92,7.04,5.34,8.58,9.54,9.48,10.43,8.81,7.6,37.18,
"Return on Total Assets",7.25,7.82,8.61,7.65,9.4,8.92,8.46,9.36,8.58,8.74,5.76,6.89,
"Operating Profit Margin",46.46,51.12,58.73,56.37,64.07,63.38,66.99,64.51,65.04,66.67,70.89,66.6,
"Net Profit Margin",-109.15,2.29,-15.35,66.19,42.59,72.6,116.9,102.63,122.89,108.02,136.74,11.21,
"Debt : Equity",0.57,0.49,0.46,0.39,0.4,0.39,0.07,0.06,0.06,,,1.48,
"Current Ratio",1,0.87,0.9,0.47,0.43,1.36,1.68,1.5,1.85,2.2,2.87,0.55,
"Dividend Cover",-2.19,,-0.22,0.94,0.55,0.93,1.15,1.01,1.17,1,9.7,,
"Debtors Collection Period",134.71,112.45,124.27,124.01,88.54,123.51,103.17,88.69,81.51,79.83,125.54,7.66,
"Operating Return on Investment",7.51,8.18,8.72,7.81,9.45,8.97,8.26,9.45,8.72,8.95,6.28,7.01,
"Operating Income : Turnover",43.95,50.06,55.28,53.28,60.01,59.01,59.33,58.68,59.43,61.43,67.53,66.47,
"Admin & Collection Fees : Turnover",0.05,0.04,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.04,0.03,,
"Return on Stockholder Funds",5.73,,8.67,7.55,9.68,9.26,9.49,9.48,9.05,9.13,2.9,,
"NAV%Price",253.68,308.25,196.31,146.2,117.36,104.9,107.29,90.25,110.65,100.76,90.96,,
"Price : Earnings",18.65,19.66,12.33,7.47,8.53,10.63,9.83,11.91,10.02,,10.01,,
"Profitability %",6.85,7.66,8.11,7.23,8.81,8.31,7.49,8.51,7.84,8.05,5.49,6.87,
"Solvency %",247.15,272.5,285.17,312.74,335.47,336.79,1209.34,1276.53,1313.2,7832.31,7709.73,102.12,
"Int Bearing Debt : Total Assets",,,,,0.03,,,,,,,0.03,
"Liquidity %",5.06,-0.5,-4.35,-7.91,4.5,6.71,-1.63,-6.12,6.51,-19.22,135.74,1.22,
"EV/Ebitda (Pd)",,118.57,,17.85,,,,,,,,,
"Cash Flow : Attributable Profit",0.45,-0.08,-0.27,-0.98,0.2,0.61,-0.02,-0.11,0.06,-0.06,0.6,3.09,
"Loan to value ratio",36.29,33.07,31.6,28.17,26.12,28.16,6.39,,,,,,
"PEG Ratio",,-1.4,-0.88,-4.26,-4.87,-3.11,-2.88,-1.49,-1.25,,,,

