Income statement (ZAR million),"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"18 Nov 2020","21 May 2020","13 Nov 2019","15 May 2019","14 Nov 2018","30 May 2018","15 Nov 2017","31 May 2017","16 Nov 2016","18 May 2016","11 Nov 2015","20 May 2015","12 Nov 2014","21 May 2014","13 Nov 2013","15 May 2013","14 Nov 2012","9 May 2012","9 Nov 2011","11 May 2011","17 Nov 2010","12 May 2010",
"Turnover",124277.4,59749.4,109477.1,54273.2,101018,49981.5,95373.1,47353.4,90688.5,42056.4,73258.8,36024.4,54483,25605.8,47795.8,23794.8,43166,21717.8,38458.7,19115,34844.2,17513.4,
"Cost of Sales",109497.5,53020.9,97817.2,48622.5,90225,44736.6,85163.3,42815.2,82281.5,38397.7,66892.2,32934.7,49985.1,23552.3,43566.6,21904.1,39721.3,20001.3,35336.6,17584.8,32083.7,16131.2,
"Gross Profit",14779.9,6728.5,11659.9,5650.7,10793,5244.9,10209.8,4538.2,8407,3658.7,6366.6,3089.7,4497.9,2053.5,3820.7,1890.7,3444.7,1716.5,3122.1,1530.2,2760.5,1382.2,
"Operating Expenses",13912.9,6549.4,10939.4,5316.8,10170.6,4916.8,9469,4359.2,7347.6,2821.2,4860.2,2335.7,3152.7,1382.8,2570.3,1260.5,2315.7,1111.5,2065.7,996.8,1759.6,853.3,
"Operating Income",3442.6,1334.9,2978.9,1382.5,2779.3,1314.9,2576.1,1206.8,2577.3,1258.1,2294.2,1105.9,1864.9,889.3,1645.6,826.7,1523.2,789.2,1417.3,713.1,1316.3,685.1,
"Profit Before Exceptional Items",3442.6,1334.9,2978.9,1382.5,2779.3,1314.9,2576.1,1206.8,2577.3,1258.1,2294.2,1105.9,1864.9,889.3,1645.6,826.7,1523.2,789.2,1417.3,713.1,1316.3,685.1,
"Exceptional Item 1",-278.7,-145.4,-28.1,-69.3,-280.7,59.6,-119,23.3,-131,-74.8,-239.5,24.5,-4.2,,,-6.7,-13,-6.4,-12.9,-6.5,-13,-6.2,
"Profit Before Interest And Tax",3163.9,1189.5,2950.8,1313.2,2498.6,1374.5,2457.1,1230.1,2446.3,1183.3,2054.7,1130.4,1860.7,889.3,1645.6,820,1510.2,782.8,1404.4,706.6,1303.3,678.9,
"Interest Received",618.2,311.9,185.5,90.1,169.3,77.4,193.7,59,98.4,22.4,29.2,14.6,34.2,13.3,34,13.8,32.8,11.2,18.2,7.5,24.6,11.7,
"Interest Paid",1022.5,455.9,343.9,105.5,192.9,98.9,176.6,56.5,110.4,66.6,121.6,85.5,37.9,12.1,24.8,15.5,27.8,14.1,24.7,14.2,20.9,11.5,
"Net Interest Paid/(Received)",404.3,144,158.4,15.4,23.6,21.5,-17.1,-2.5,12,44.2,92.4,70.9,3.7,-1.2,-9.2,1.7,-5,2.9,6.5,6.7,-3.7,-0.2,
"Income From Associates Before Tax",-63.2,-14.3,-10.6,-3.5,-10.9,-4.7,-8.8,-2.9,4.9,2,-4.1,1.6,-12.8,-1,3.3,0.8,3.5,0.9,6.7,0.8,0.4,,
"Income Before Tax",2696.4,1031.2,2781.8,1294.3,2464.1,1348.3,2465.4,1229.7,2439.2,1141.1,1958.2,1061.1,1844.2,889.5,1658.1,819.1,1518.7,780.8,1404.6,700.7,1307.4,679.1,
"Taxation",740.2,317.4,618.4,293.1,636.9,318.9,644.6,321.7,624.2,315.7,537.3,277.5,499.2,246.6,470.8,231.5,459.8,257,452,221.5,391.6,204.2,
"Profit For The Period",1956.2,713.8,2163.4,1001.2,1827.2,1029.4,1820.8,908,1815,825.4,1420.9,783.6,1345,642.9,1187.3,587.6,1058.9,523.8,952.6,479.2,915.8,474.9,
"Income Attributable To Minority Interests",-118.5,-36.6,,,,,,,,,,,,,,,,,,,,,
"Attributable Income Before Extraordinary Items",2074.7,750.4,2163.4,1001.2,1827.2,1029.4,1820.8,908,1815,825.4,1420.9,783.6,1345,642.9,1187.3,587.6,1058.9,523.8,952.6,479.2,915.8,474.9,
"Extraordinary Profit",,,,,,,,,,,,,,,,,,,0.1,,,,
"Income Attributable To Equity Holders",2074.7,750.4,2163.4,1001.2,1827.2,1029.4,1820.8,908,1815,825.4,1420.9,783.6,1345,642.9,1187.3,587.6,1058.9,523.8,952.7,479.2,915.8,474.9,
"Total Comprehensive Income/Loss for the period",2432.7,1114.1,1842.6,862.7,2091.4,822.4,2231,954.2,1562.3,864.8,1426.9,,,,,,,,,,,,
"Headline Earnings (Cont Ops)",2183.6,785,2173,1008.3,1859.6,1043.8,1834.7,915.5,1832.9,831,1446.3,788.3,1351.3,642.7,1197.7,587.8,1060,524.9,955.1,479.5,915.9,474.6,
"Enterprise Value (EV)",36096.437,37517.578,37649.476,37241.34,34097.972,39864.333,30708.001,33716.186,35489.125,35677.085,32091.815,34367.57,22297.755,22037.935,20942.098,19387.051,21222.746,20506.34,16574.276,17391.412,16347.594,13274.066,

Balance sheet (ZAR million),"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"18 Nov 2020","21 May 2020","13 Nov 2019","15 May 2019","14 Nov 2018","30 May 2018","15 Nov 2017","31 May 2017","16 Nov 2016","18 May 2016","11 Nov 2015","20 May 2015","12 Nov 2014","21 May 2014","13 Nov 2013","15 May 2013","14 Nov 2012","9 May 2012","9 Nov 2011","11 May 2011","17 Nov 2010","12 May 2010",
"Fixed Assets",8725.3,8806.5,7184.2,6664.3,6651.8,6335.1,6553.9,6015.9,6160.3,3436.5,3221.3,2832.2,2878.2,1769.9,1749.1,1665.2,1588,1565.3,1550.4,1551.1,1521,1464.6,
"Right-of-use Asset",6605.9,,,,,,,,,,,,,,,,,,,,,,
"Investments in Associates",102.9,122.6,103.1,160,156.7,128.6,117.3,81.9,38.4,34.4,32.4,44.9,45.9,72,52.6,40.8,40,22.9,22.1,16.6,17,3.5,
"Investments and Loans",795,756.7,1131.8,565.6,696.4,453.3,406.2,295.9,217.8,162.4,103,83.8,75,82.2,64.4,76.2,59,25.5,34.8,31.2,23,2.8,
"Goodwill",6983.4,6824.2,5064,4897.2,4751.7,3940,4162.2,3813.2,4008.3,3616.6,3281.5,2573.2,2726,396.7,387.6,391,391,381.9,381.9,371.5,299.7,245.6,
"Deferred Tax Asset",222.8,209.9,75.4,69.8,14.4,25.6,21.4,30.9,36.8,27.6,34,45.9,41.1,30.1,28,14.1,10.9,15.5,13.2,7.5,3.2,25.3,
"Other Assets",4741.4,10980.5,288.9,294.8,266.2,230,183.1,129.5,154.7,89.7,98.9,104.2,87.7,93.7,100,124.7,133.6,138.5,121.4,136.3,142.1,145.1,
"Long-Term Receivables",199,320,365,445,542.4,421.3,512.2,,521.5,,,,,,,,,,,,,,
"Total Fixed Assets",28375.7,28020.4,14212.4,13096.7,13079.6,11533.9,11956.3,10367.3,11137.8,7367.2,6771.1,5684.2,5853.9,2444.6,2381.7,2312,2222.5,2149.6,2123.8,2114.2,2006,1886.9,
"Stock",5377.3,5576.8,4447,4354,3933.1,3950.6,3816.4,3803.9,3810.9,2746.7,2430.4,2513.1,2202.7,1680.4,1374,1450.3,1415.6,1388.6,1135,1200.1,959.2,974.8,
"Debtors",15637.9,15294.7,13122.7,12383,12134.4,10978.9,10814.3,10090.3,10544,9674.6,9309.2,8356.2,8515.1,5931.8,5841.3,5576.3,5341.1,5044.9,4867.8,4593.7,4412,4091.1,
"Cash",1933.5,956,1486.3,1170.9,1606.9,1144,1740.5,1006.4,2040,461.1,481.3,353.1,436.2,159.6,112.2,253.1,841.6,103.2,96.4,88.9,85.2,78,
"Tax",0.9,1.6,1.1,6.6,7.7,10.7,4.1,,4.2,,4.1,,,,,6.1,,,,5.6,10,,
"Other Current Assets",1413.3,1866.1,783.4,593.2,493.8,651.8,645.2,516.2,568.5,370.8,334.2,156.2,114.7,96.3,77.3,64.2,74.5,74.5,78.6,39.6,56.5,30.8,
"Total Current Assets",24362.9,23695.2,19840.5,18507.7,18175.9,16736,17020.5,15416.8,16967.6,13253.2,12559.2,11378.6,11268.7,7868.1,7404.8,7350,7672.8,6611.2,6177.8,5927.9,5522.9,5174.7,
"Total Assets",52738.6,51715.6,34052.9,31604.4,31255.5,28269.9,28976.8,25784.1,28105.4,20620.4,19330.3,17062.8,17122.6,10312.7,9786.5,9662,9895.3,8760.8,8301.6,8042.1,7528.9,7061.6,
"Ordinary Share Capital & Premium",2231.5,2231.5,2231.5,2231.5,2231.5,2231.5,2231.5,2231.5,2231.5,67.6,67.6,67.6,67.6,67.6,61.6,61.6,54.5,54.5,49.6,46.4,33.4,33.4,
"Treasury Shares",15.3,47.3,23.9,20.8,10,2.6,16.1,4.1,18.7,36.4,26.9,11.1,48.2,47.8,42.8,56.7,6.9,58.8,27.8,18.2,10.8,17.7,
"Distributable Reserves",5153.5,4116.8,5496.1,5156.3,5211.6,4924.3,4751.3,4151.1,3887.2,3409.3,3371,3099.9,3148.5,2851.4,2801.2,2533.2,2467,2255.7,2175.8,1973.1,1903,1737,
"Non-Distributable Reserves",590.3,291.1,285.9,284.8,274.8,250.1,293,278,261.1,441.9,425.1,404.7,387.7,371,355.1,338.4,323.1,307.5,292,276.5,261.8,246.4,
"Translation Reserves",,594.9,257.8,178.2,181.8,-233.9,49.9,-139.5,7.9,169.9,37.3,136.5,16.6,0.2,0.5,0.5,-0.1,-0.2,-0.1,-0.2,-0.2,-0.3,
"Other Capital",,-266.5,-780.1,-777.7,-779.9,-760.9,-749.2,-729.8,-741.2,-586.6,-545.7,-545.7,-545.7,,,,,,,,,,
"Ordinary Shareholders' Interest",7960,6920.5,7467.3,7052.3,7109.8,6408.5,6560.4,5787.2,5627.8,3465.7,3328.4,3151.9,3026.5,3242.4,3175.6,2877,2837.6,2558.7,2489.5,2277.6,2187.2,1998.8,
"Minority Interest",-70.3,10.6,,,,,,,,,,,,,,,,,,,,,
"Total Shareholders' Interest",7889.7,6931.1,7467.3,7052.3,7109.8,6408.5,6560.4,5787.2,5627.8,3465.7,3328.4,3151.9,3026.5,3242.4,3175.6,2877,2837.6,2558.7,2489.5,2277.6,2187.2,1998.8,
"Deferred Tax Liability",277.6,290.4,297.3,374.1,413.1,338.4,361.2,297.4,290.7,232.8,215.1,2,178.5,3.2,1.5,4.9,3.9,0.6,0.6,,,,
"Retirement Obligation",1270,1419.1,1268.3,951.7,787.6,762.8,940.2,1081.5,1392.2,521,446.7,517.5,415.2,113.8,110.9,121.6,103.4,94.4,85.5,76.8,75.1,70.3,
"Other Long-Term Liabilities",18146.7,17690.8,6839.5,6830.3,6836.6,5869.3,6573.8,5608.9,6443.6,3370.7,3206.4,2330.2,2534.3,109.4,115.1,122.1,129,128.3,130.4,140.1,134.4,140.5,
"Total Long-Term Liabilities",19694.3,19400.3,8405.1,8156.1,8037.3,6970.5,7875.2,6987.8,8126.5,4124.5,3868.2,2849.7,3128,226.4,227.5,248.6,236.3,223.3,216.5,216.9,209.5,210.8,
"Creditors and Provisions",19424.3,17770.7,14947.9,14816.8,15279.2,12153.8,13498,11288.7,13200.5,10808.5,11459.5,8904.7,9793.7,5648.9,6219.3,6497.1,6779.3,5280.2,5403.1,4376,4570.8,4200.2,
"Tax",158.4,102.3,143.3,71.4,103.1,92.6,91.8,102.3,83.7,43.2,13.1,10.6,47.6,2.7,11.3,,6.7,8.4,40.6,,0.4,33.7,
"Bank Overdrafts/Short-Term Loans",1573.2,3457.5,2346.8,1455.7,241,1994.8,268.5,1159.7,507.1,1688.3,519.1,2041,979.6,1147.3,110.9,,,657.4,114.9,1166,531.1,599.9,
"Other Current Liabilities",3998.7,4053.7,742.5,52.1,485.1,649.7,682.9,458.4,559.8,490.2,142,104.9,147.2,45,41.9,39.3,35.4,32.8,37,5.6,29.9,18.2,
"Total Current Liabilities",25154.6,25384.2,18180.5,16396,16108.4,14890.9,14541.2,13009.1,14351.1,13030.2,12133.7,11061.2,10968.1,6843.9,6383.4,6536.4,6821.4,5978.8,5595.6,5547.6,5132.2,4852,
"Total Liabilities",44848.9,44784.5,26585.6,24552.1,24145.7,21861.4,22416.4,19996.9,22477.6,17154.7,16001.9,13910.9,14096.1,7070.3,6610.9,6785,7057.7,6202.1,5812.1,5764.5,5341.7,5062.8,
"Total Equity and Liabilities",52738.6,51715.6,34052.9,31604.4,31255.5,28269.9,28976.8,25784.1,28105.4,20620.4,19330.3,17062.8,17122.6,10312.7,9786.5,9662,9895.3,8760.8,8301.6,8042.1,7528.9,7061.6,

Share/unit data,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"18 Nov 2020","21 May 2020","13 Nov 2019","15 May 2019","14 Nov 2018","30 May 2018","15 Nov 2017","31 May 2017","16 Nov 2016","18 May 2016","11 Nov 2015","20 May 2015","12 Nov 2014","21 May 2014","13 Nov 2013","15 May 2013","14 Nov 2012","9 May 2012","9 Nov 2011","11 May 2011","17 Nov 2010","12 May 2010",
