Income statement (ZAR '000),"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"19 Nov 2020","29 May 2020","21 Nov 2019","23 May 2019","21 Nov 2018","23 May 2018",
"Turnover",749254,2048402,1022544,1779849,816072,1808406,
"Operating Expenses",599843,1578572,798242,1382392,651468,1358793,
"EBITDA (ProfileData Calc)",165341,522162,252332,460799,191980,474260,
"Depreciation",46445,93411,45860,81471,60168,112076,
"Operating Income",155564,395246,234694,330527,107150,342038,
"Profit Before Exceptional Items",155564,395246,234694,330527,107150,342038,
"Exceptional Item 1",-46445,9163,,,,,
"Profit Before Interest And Tax",109119,404409,234694,330527,107150,342038,
"Interest Received",7126,25774,11955,48810,25508,22310,
"Interest Paid",17675,50312,25729,45014,20086,39618,
"Net Interest Paid/(Received)",10549,24538,13774,-3796,-5422,17308,
"Income From Associates Before Tax",-82,436,464,10999,5679,7283,
"Income Before Tax",98488,380307,184687,345322,118251,332013,
"Taxation",33059,117397,51798,100406,34641,86619,
"Profit For The Period",65429,262910,132889,244916,83610,245394,
"Income Attributable To Minority Interests",-2733,1868,3944,11008,6525,9447,
"Attributable Income Before Extraordinary Items",68162,261042,128945,233908,77085,235947,
"Income Attributable To Equity Holders",68162,261042,128945,233908,77085,235947,
"Total Comprehensive Income/Loss for the period",65429,272060,132889,242950,83610,262064,
"Headline Earnings (Cont Ops)",67168,250545,120436,234267,76279,235328,
"Enterprise Value (EV)",912011,953744,1296352,1132749,1685027,174696,

Balance sheet (ZAR '000),"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"19 Nov 2020","29 May 2020","21 Nov 2019","23 May 2019","21 Nov 2018","23 May 2018",
"Fixed Assets",1702516,1730134,1673427,1579256,1503279,1462937,
"Investments in Associates",1276,3358,5385,22342,23565,18343,
"Goodwill",27298,27298,27098,8451,8451,8451,
"Intangible Assets",60,62,63,57,62,78,
"Deferred Tax Asset",495,495,399,399,414,414,
"Long-Term Receivables",25328,25360,24220,,237503,218897,
"Total Fixed Assets",1756973,1786707,1730592,1610505,1773274,1709120,
"Stock",20069,19541,19276,17559,15654,15714,
"Debtors",159577,60826,142468,68933,243122,67816,
"Cash",390196,489623,377829,520957,258307,308130,
"Tax",3314,6937,1973,2376,1002,1435,
"Other Current Assets",,,,,237503,237503,
"Total Current Assets",573156,576927,541546,609825,755588,630598,
"Total Assets",2330129,2363634,2272138,2220330,2528862,2339718,
"Ordinary Shareholders' Interest",1209714,1228751,1125066,1115079,1446506,1373692,
"Minority Interest",-4896,-2163,-350,43623,39140,32616,
"Total Shareholders' Interest",1204818,1226588,1124716,1158702,1485646,1406308,
"Interest Bearing Loans",281315,339900,367797,341182,353190,300887,
"Deferred Tax Liability",281955,276496,243039,227415,197436,197582,
"Retirement Obligation",60920,55835,69277,64675,62984,58928,
"Other Long-Term Liabilities",23752,23549,,,,,
"Total Long-Term Liabilities",647942,695780,680113,633272,613610,557397,
"Creditors and Provisions",304418,261608,289384,255802,267093,222350,
"Tax",2663,2028,5091,5653,9309,4340,
"Bank Overdrafts/Short-Term Loans",170288,177630,172834,166901,153204,149323,
"Total Current Liabilities",477369,441266,467309,428356,429606,376013,
"Total Liabilities",1125311,1137046,1147422,1061628,1043216,933410,
"Total Equity and Liabilities",2330129,2363634,2272138,2220330,2528862,2339718,

Share/unit data,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"19 Nov 2020","29 May 2020","21 Nov 2019","23 May 2019","21 Nov 2018","23 May 2018",
"Number of Shares in Issue (Actual)",290000000,290000000,290000000,290000000,290000000,290000000,
"Weighted Average Shares in Issue (Actual)",290000000,290000000,290000000,290000000,290000000,290000000,
"Fully Diluted Weighted Average Shares in Issue",290000000,290000000,290000000,290000000,290000000,290000000,
"Market Capitalisation (R'000)",855500,928000,1133900,1102000,1397800,,
"Number of Months",6,12,6,12,6,12,

Share statistics,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"19 Nov 2020","29 May 2020","21 Nov 2019","23 May 2019","21 Nov 2018","23 May 2018",
"Earnings Per Share (ZARc)",23.5,90.01,44.46,80.66,26.58,81.36,
"Diluted Earnings Per Share (ZARc)",23.5,90.01,44.46,80.66,26.58,81.36,
"Headline Earnings Per Share (Cont Ops) (ZARc)",23.16,86.39,41.53,80.78,26.3,81.15,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",23.16,86.39,41.53,80.78,26.3,81.15,
"Interim Dividend (ZARc)",18,14,14,14,14,,
"Final Dividend (ZARc)",,31,,28,,,
"Dividend Per Share (ZARc)",18,45,14,42,14,,
"Other Distributions (ZARc)",,,,,75,,
"Distributions Per Share (ZARc)",18,45,14,42,89,,
"Net Asset Value Per Share (ZARc)",417.14,423.71,387.95,384.51,498.8,473.69,
"Cash Generated Per Share",-4.94,95.31,21.92,123.03,0.99,86.13,
"Net Asset Value Per Share (Base Currency)",417.14,423.71,387.95,384.51,498.8,473.69,
"Price at Period End (Base Currency)",295,320,391,380,482,,
"JSE Market Price High (ZARc)",781,535,535,1000,1000,,
"JSE Market Price Low (ZARc)",270,289,350,370,406,,
"JSE Market Price at Period End (ZARc)",295,320,391,380,482,,
"JSE Volume Traded (Actual)",3501717,28300389,24833411,15341267,4670102,,
"JSE Rand Value Traded (Actual)",10886033,108388963,94836485,72288760,24918971,,
"12 Month HEPS",68.02,86.39,96.01,80.78,66.87,81.15,
"12 Month Dividend",49,45,42,42,14,,

Cash flow items,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"19 Nov 2020","29 May 2020","21 Nov 2019","23 May 2019","21 Nov 2018","23 May 2018",
"Cash generated by operations",109112,509101,200831,456819,45429,467333,
"Net Cash flow from operating activities",-14329,276403,63579,356795,2859,249763,
"Net cash flow from investing activities",3394,-9584,-3737,404038,-35603,-97117,
"Net cash flow from financing activities",-88492,-38587,-202970,-548006,-17079,-132913,
"Dividends paid",-89900,-121800,-81200,-40600,,-131986,
"Net increase(decrease) in cash & cash equivalents",-99427,-31334,-143128,212827,-49823,19733,
"Cash & Cash Equivalent beginning of period",489623,520957,520957,308130,308130,288397,
"Cash & Cash Equivalent end of period",390196,489623,377829,520957,258307,308130,

Ratios,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"19 Nov 2020","29 May 2020","21 Nov 2019","23 May 2019","21 Nov 2018","23 May 2018",
"Return on Capital Employed",7.06,13.68,14.73,13.67,7.97,12.5,
"Return on Shareholder Funds",10.86,21.43,23.63,21.14,11.26,17.45,
"Return on Total Assets",12.59,15.89,19.72,15.61,9.38,14.24,
"Operating Profit Margin",20.76,19.3,22.95,18.57,13.13,18.91,
"Net Profit Margin",9.1,12.74,12.61,13.14,9.45,13.05,
"Debt:Equity (excl non-int debt)",0.68,0.71,0.76,0.69,0.52,0.5,
"Interest Bearing Debt as % of Long-Term Finance",18.93,21.7,24.64,22.75,19.21,17.62,
"Interest Cover",10.34,16.48,17.04,-87.07,-19.76,19.76,
"Quick Ratio",1.16,1.26,1.12,1.38,1.72,1.64,
"Current Ratio",1.2,1.31,1.16,1.42,1.76,1.68,
"Dividend Cover",1.31,2,3.18,1.92,0.3,,
"Dividend Cover (HEPS)",1.29,1.92,2.97,1.92,0.3,,
"Debtors Collection Period",38.87,10.84,25.43,14.14,54.37,13.69,
"Price : Earnings",4.34,3.7,4.07,4.7,7.21,,
"Sales Per Share (Base Currency)",516.73,706.35,705.2,613.74,562.81,623.59,
"Price/Sales Per Share",0.57,0.45,0.55,0.62,0.86,,
"Price/Net Asset Value",0.71,0.76,1.01,0.99,0.97,,
"Price/Cash Flow",-119.43,3.36,35.68,3.09,973.74,,
"NAV%Price",141.4,132.41,99.22,101.19,103.48,,
"Liquidity%",-2.55,24.31,11.08,33.61,0.55,26.76,
"Cash Flow:Attributable Profit",-0.25,1.1,0.99,1.53,0.07,1.06,
"Cash/Equity (%)",32.39,39.92,33.59,44.96,17.39,21.91,
"EV/Ebitda (Pd)",5.52,1.83,5.14,2.46,8.78,0.38,
"PEG Ratio",1.34,1.14,-8.93,-10.32,,,

